 Gender(0=Male;1=Female;2=Other;) Gender_ID(0=Male;1=Female;2=Other;) Greek(0=No;1=Yes;) Home_Town(0=Small_Town;1=Medium_City;2=Big_City_Suburb;3=Big_City;) Ethnicity(0=White;1=Black;2=Hispanic;3=Asian;4=Mixed;5=Other;) Religion(0=Christian;1=Jewish;2=Muslim;3=Hindu;4=Buddhist;5=Other_Religion;6=Agnostic;7=Atheist;) Religious ACT GPA Party_Hours_per_week Drinks_per_week Num._Sex_Partners Num._Relationships First_Kiss_Age(26=still_waiting;) Fav._Life_Period(0=Kindergarten;1=lower_grades;2=middle_school;3=High_School;4=College;) Hours_call_parents Social_media(10=V10_or_more;) Texts Good_or_Well Parent_Relationship Work_Hours_per_week Percent_Parents_pay_tuition Career(0=No_Idea;1=Some_Idea;2=Nervous;3=Concrete_plan;4=Grad_School;5=Other;) 
 1 1 0 1 0 0 7 28 4 0 0 0 3 15 3 3 2 6 3 9 15 60 2 
 0 0 0 0 4 0 3 23 3 1 0 0 0 18 3 3 3 2 0 9 0 40 4 
 1 1 0 0 0 0 6 27 2.3 3 2 33 2 15 4 8 6 6 5 9 20 100 2 
 1 1 0 2 1 0 9 27 2.3 8 5 5 3 14 0 10 3 2 5 10 0 10 4 
 1 1 1 3 0 6 0 26 3.2 15 20 2 0 13 4 4 3 6 7 7 0 0 4 
 1 1 0 3 1 0 3 23 4 6 5 1 1 15 4 7 3 2 5 8 0 100 2 
 0 0 1 2 0 1 5 27 4 10 10 0 1 17 3 7 1 4 4 9 0 100 4 
 1 1 0 3 1 0 7 24 2.6 3 1 1 1 16 4 0 5 3 7 1 10 0 2 
 1 1 0 2 2 5 5 27 2.6 5 3 0 0 16 4 7 2 4 5 8 15 10 2 
 1 1 0 1 0 0 9 30 3.2 5 8 9 3 13 3 21 2 10 4 8 0 100 4 
 1 1 0 3 3 5 0 29 3.7 1 1 1 2 17 2 3 3 6 10 10 5 100 2 
 1 1 1 2 2 6 1 26 3.4 25 15 1 1 12 4 7 4 5 3 10 0 100 3 
 1 1 0 2 3 6 2 26 3.7 0 0 1 2 17 3 0 2 3 3 5 10 100 1 
 0 0 0 3 3 6 1 29 3.8 2 0 1 1 16 4 1 2 6 3 7 0 100 1 
 1 1 0 3 3 4 7 26 3 0 0 0 0 26 3 7 2 10 2 8 0 100 1 
 0 0 0 3 0 6 1 29 2.9 6 20 4 4 14 4 3 2 3 7 8 15 50 2 
 0 0 1 2 2 0 1 24 4 15 20 2 1 15 3 10 4 5 7 9 25 100 2 
 1 1 0 2 3 0 8 30 4 0 0 0 8 15 2 2 4 6 5 9 0 100 3 
 0 0 0 3 3 4 2 25 3.3 0 0 0 1 17 4 2 10 3 4 9 0 30 4 
 0 0 0 0 0 0 7 30 2.6 20 40 40 0 14 4 2 5 15 5 10 10 0 3 
 1 1 0 1 3 6 5 32 4 4 0 0 0 17 1 2 6 2 5 4 0 50 1 
 1 1 0 2 1 0 9 24 2.9 4 5 2 2 15 4 7 7 4 8 7 15 0 3 
 1 1 1 2 4 6 0 29 3.8 4 10 9 1 15 4 2 2 6 3 10 0 100 2 
 0 0 0 3 3 0 1 32 3.3 11 12 5 3 15 4 1 2 20 6 10 0 10 2 
 0 0 0 2 2 0 3 31 4 3 0 1 3 8 3 3 1 4 6 3 20 60 2 
 0 0 0 2 5 7 0 28 3.9 5 5 1 1 14 4 4 1 4 0 7 0 0 2 
 1 1 0 1 0 0 5 23 2.8 4 5 13 2 14 3 5 2 4 8 8 40 0 1 
 1 1 0 2 3 7 2 30 3.5 9 6 1 1 16 4 1 9 2 8 8 0 30 2 
 1 1 0 3 1 0 2 21 1 1 0 2 2 15 2 5 4 3 7 8 5 10 2 
 0 0 0 3 1 0 5 21 3.8 5 0 0 0 26 1 5 1 3 5 10 0 60 0 
 1 1 0 3 3 0 7 30 4 3 0 0 1 26 3 5 1 7 7 8 0 100 4 
 1 1 0 2 0 6 0 28 3.1 0 0 1 1 18 3 2 1 2 10 10 0 100 0 
 1 1 0 0 0 7 0 31 3.5 0 0 2 1 16 4 4 2 3 10 8 0 100 2 
 0 0 0 2 3 0 8 29 4 1 2 0 1 16 3 2 0 1 9 10 0 100 2 
 1 1 0 2 3 3 8 30 4 10 10 0 0 16 4 20 1 10 5 10 0 100 2 
 1 1 0 3 3 5 5 29 3.8 0 0 0 0 26 4 0 3 0 8 9 0 100 2 
 1 1 0 0 3 4 5 21 3.4 0 0 0 1 26 0 12 4 4 5 6 5 90 1 
 0 0 0 0 0 0 7 33 3.8 10 25 1 0 14 4 3 2 9 5 8 20 30 3 
 0 0 1 2 0 0 7 28 3.1 6 13 5 1 13 4 2 1 4 5 7 0 90 1 
 0 0 1 3 2 0 5 28 3.5 10 10 1 1 13 4 1 6 11 5 10 10 0 4 
 1 1 0 3 0 7 0 32 3.4 12 10 2 0 16 4 1 3 7 2 5 0 50 4 
 1 1 1 0 0 0 9 26 3.6 4 4 2 2 14 4 2 6 10 6 10 15 40 3 
 1 1 0 3 3 0 9 29 2.7 0 0 4 4 14 4 3 3 5 3 9 0 100 2 
 0 0 1 2 0 0 4 29 3.6 3 20 20 1 12 4 2 4 3 10 10 0 0 2 
 0 0 0 2 0 6 3 29 4 4 8 2 2 14 3 2 1 2 5 8 0 90 2 
 1 1 0 1 3 3 7 30 3.9 4 2 1 1 15 4 5 1 4 8 10 0 100 4 
 1 1 0 2 0 0 2 19 3 15 15 3 1 16 4 10 1 8 10 8 0 0 2 
 1 1 1 0 2 0 6 25 2.4 10 6 3 1 13 4 3 1 3 3 9 10 80 4 
 0 0 0 1 3 7 0 30 3 2 1 2 3 17 4 2 2 3 5 5 15 100 5 
 1 1 0 1 0 0 3 31 4 2 0 1 3 16 4 21 4 10 6 6 0 90 3 
 1 1 0 2 0 0 4 24 3.5 3 0 0 0 26 3 9 2 7 4 9 20 70 4 
 1 1 0 2 0 0 1 26 3.7 0 0 0 0 26 2 2 5 2 5 9 0 70 0 
 1 1 1 2 0 0 6 30 3.2 12 12 8 2 13 4 4 2 6 7 9 5 100 2 
 0 0 1 1 3 0 9 30 3.4 19 35 1 1 15 4 8 2 6 10 10 0 100 2 
 1 1 0 2 3 0 10 28 2.8 0 0 0 0 26 4 1 2 5 1 7 5 60 3 
 0 0 0 2 0 0 7 27 4 10 12 0 1 14 3 2 8 20 5 8 0 100 3 
 1 1 0 0 0 0 5 26 2.4 6 12 13 6 15 3 7 2 5 7 9 15 50 1 
 1 1 0 0 1 0 6 25 3.5 17 3 2 5 14 3 1 2 4 6 8 10 40 2 
 0 0 1 3 3 4 3 30 3.7 3 2 1 1 19 4 5 7 5 9 9 5 90 3 
 1 1 1 2 0 6 4 27 4 10 6 1 1 15 3 3 0 4 7 8 0 80 4 
 1 1 0 0 3 3 0 29 3.5 0 0 0 1 18 4 2 2 5 2 8 0 100 2 
 0 0 1 1 0 0 7 30 3.4 30 0 20 4 14 3 4 2 5 2 6 10 80 2 
 1 1 1 0 0 0 8 29 4 8 6 0 0 14 3 4 2 5 2 10 35 0 4 
 1 1 0 2 0 0 7 33 3.6 5 5 0 0 26 3 7 3 8 6 9 0 100 4 
 0 0 0 1 1 5 3 17 2 15 1 50 3 22 4 0 2 7 6 6 0 0 5 
 1 1 0 2 0 0 5 24 3.5 25 20 3 1 14 4 6 5 4 3 8 0 50 3 
 1 1 1 2 0 0 6 28 3.9 5 4 0 0 15 3 1 2 6 3 8 0 90 3 
 1 1 0 3 3 7 0 27 3.8 1 0 0 0 26 0 2 4 3 5 8 0 100 1 
 1 1 1 2 0 6 7 32 3.9 16 18 3 1 13 3 3 1 7 3 10 0 100 4 
 1 1 0 2 3 6 0 32 3.8 4 3 1 1 16 4 2 6 4 8 9 0 80 2 
 1 1 0 0 0 0 7 26 3.1 1 2 5 3 13 3 7 2 4 8 8 30 10 4 
 0 0 0 2 0 0 6 33 4 7 24 0 1 15 3 2 2 9 2 8 40 90 2 
 1 1 0 2 3 6 0 31 3.2 2 4 2 1 17 0 7 0 5 0 9 20 100 2 
 0 0 0 3 3 6 0 28 3.8 0 0 0 0 26 4 3 0 4 5 8 0 100 1 
 1 1 1 3 2 7 0 26 3 6 5 0 0 26 2 1 3 1 6 3 0 0 2 
 0 0 0 3 4 7 0 32 3 30 30 5 3 16 4 3 2 5 8 9 15 20 1 
 0 0 0 0 3 0 10 30 3.2 0 0 1 1 16 2 7 10 4 7 7 0 100 1 
 0 0 0 3 3 7 0 29 3.9 1 0 2 2 16 4 1 3 5 8 6 0 70 1 
 1 1 0 3 0 5 5 28 3.6 30 30 5 3 12 4 2 4 5 4 8 0 10 2 
 1 1 0 1 3 0 6 28 4 18 10 1 2 14 3 4 8 4 5 4 0 40 4 
 1 1 1 2 0 0 1 28 3.5 8 16 10 1 17 4 3 1 6 5 9 5 80 4 
 1 1 0 3 4 5 5 30 3 0 0 6 4 15 1 1 4 5 2 6 25 0 2 
 0 0 1 2 0 1 6 29 3.8 10 20 1 1 14 4 2 3 8 3 9 0 100 0 
 1 1 0 2 0 0 8 28 3.6 5 1 1 2 14 3 8 2 4 4 10 0 100 4 
 1 1 0 2 3 0 7 26 3.5 0 0 0 0 26 3 15 3 8 3 10 0 60 4 
 1 1 0 2 3 6 1 28 3 5 5 2 1 19 4 1 2 4 5 6 25 90 1 
 0 0 1 2 0 0 5 27 2.5 9 20 1 1 15 4 2 1 5 4 10 0 100 4 
 0 0 0 3 3 4 5 36 3 0 0 0 0 26 2 7 2 1 3 5 0 0 3 
 1 1 0 3 2 0 5 25 2.9 8 10 0 1 14 4 7 4 6 5 5 10 0 3 
 1 1 0 2 3 0 8 29 3.5 0 0 0 1 17 4 2 5 4 8 7 5 10 2 
 0 0 0 1 0 0 3 26 3.9 16 20 1 1 15 4 2 1 5 5 9 0 50 3 
 1 1 0 1 3 2 3 32 3 6 6 0 0 18 4 8 2 4 2 10 0 100 2 
 0 0 0 0 0 7 1 31 3.1 1 1 1 1 19 4 0 3 3 9 10 0 100 2 
 1 1 0 3 2 6 0 30 3.7 6 1 1 2 13 3 3 2 3 5 7 30 0 3 
 1 1 1 0 0 0 4 25 3.6 15 6 1 1 13 4 5 1 15 5 10 0 60 2 
 1 1 0 1 1 2 3 25 3 0 0 4 1 16 4 15 10 5 5 5 0 100 4 
 1 1 1 3 0 0 4 28 3.5 12 9 1 1 18 4 1 2 8 5 9 10 100 2 
 0 0 0 2 3 3 6 31 4 0 0 0 0 26 3 9 0 6 1 9 0 100 3 
 0 0 0 3 3 0 4 31 3 3 1 1 1 19 2 2 2 10 10 10 0 100 2 
 1 1 0 2 3 0 7 27 3.6 0 0 0 0 26 4 2 7 8 7 9 15 100 2 
 0 0 0 2 3 0 6 24 2.7 3 6 2 1 3 4 1 10 3 6 10 15 70 4 
 0 0 0 1 3 6 0 30 3.8 15 15 50 1 16 3 6 2 3 2 7 0 100 3 
 1 1 0 2 0 0 6 26 4 6 1 0 1 17 3 10 2 8 3 10 15 80 4 
 1 1 0 0 0 0 4 29 4 0 0 0 0 16 3 6 4 5 8 10 0 100 2 
 1 1 1 0 0 0 9 21 2.9 5 3 0 1 18 3 5 5 6 2 10 5 100 3 
 1 1 0 2 3 3 5 36 4 5 4 2 4 15 4 3 10 5 2 7 5 10 2 
 0 0 0 2 1 0 10 25 3.5 4 2 5 2 17 4 2 1 6 9 10 20 0 3 
 1 1 0 0 3 4 6 28 3.6 4 4 0 1 18 4 2 2 4 5 7 0 10 2 
 1 1 0 0 0 0 8 22 3.3 4 0 1 1 17 4 5 3 5 5 10 15 0 1 
 1 1 1 3 0 0 3 27 3.1 18 18 3 0 16 4 7 10 20 5 10 10 70 4 
 1 1 1 2 0 0 5 30 3.4 4 6 6 2 13 3 4 1 13 5 9 15 90 4 
 1 1 1 2 0 0 5 26 3.2 4 2 0 0 16 4 7 5 10 9 9 0 100 3 
 1 1 0 2 3 0 3 26 3.4 1 1 1 1 16 4 1 1 4 9 9 0 30 2 
 1 1 0 2 0 0 10 26 4 0 0 0 1 17 3 1 1 3 3 9 0 90 4 
 0 1 1 3 1 0 10 12 1 50 50 50 25 4 4 16 10 18 5 5 45 100 0 
 1 1 0 0 1 5 5 30 2.9 4 0 1 1 14 4 4 3 1 5 10 15 0 4 
 1 1 1 0 0 1 5 23 2.7 10 6 0 2 14 3 10 3 9 6 6 0 100 2 
 1 1 1 0 4 0 7 28 3.5 10 15 3 1 15 4 7 3 4 5 9 10 0 2 
 1 1 1 2 3 5 8 26 3 2 0 0 0 18 4 2 5 20 0 10 0 100 1 
 0 0 0 3 3 0 7 27 4 50 0 0 0 26 4 1 5 31 5 3 0 100 3 
 0 0 0 2 0 0 7 31 3.6 2 2 1 1 16 3 2 1 2 7 10 0 90 2 
 1 1 0 2 0 1 1 32 3.9 3 2 2 1 14 4 11 2 4 5 6 0 100 4 
 1 1 0 1 0 0 7 22 3 0 0 1 1 13 3 3 2 5 5 8 0 0 4 
 1 1 0 0 0 0 9 26 3.1 4 3 0 0 18 4 2 3 3 4 6 0 90 3 
 1 1 0 3 3 6 2 29 3.6 5 6 0 1 17 4 3 5 11 5 8 0 100 2 
 1 1 0 0 0 5 5 17 3.8 4 3 1 1 15 3 6 9 6 10 10 25 20 2 
 1 1 0 0 0 0 5 19 3.7 0 5 1 2 13 3 0 1 6 5 5 40 0 5 
 0 0 0 2 0 0 7 32 3.2 6 5 1 1 14 3 2 5 4 3 10 0 100 2 
 0 1 0 2 0 0 7 27 4 12 20 0 1 17 3 1 1 5 4 6 0 100 1 
 0 0 0 3 3 6 0 29 3.7 2 1 2 3 16 4 2 3 5 9 9 0 100 2 
 0 0 1 1 2 0 7 23 2.6 15 20 3 1 13 4 1 3 6 5 5 10 70 2 
 1 1 0 2 0 6 3 24 4 10 10 2 1 16 3 5 2 4 5 3 0 90 4 
 1 2 0 2 0 7 1 34 4 4 3 3 2 16 1 0 1 7 1 10 10 70 1 
 0 0 0 2 0 6 1 31 4 0 0 0 1 15 3 3 2 3 5 7 15 50 4 
 0 0 0 2 3 7 0 30 2 0 3 0 0 26 2 7 10 6 0 10 0 100 2 
 1 1 0 2 0 0 6 24 3.9 5 6 6 2 12 0 3 3 5 6 5 25 10 4 
 0 0 1 2 0 0 1 33 3.7 8 15 2 1 18 4 3 1 4 6 7 0 70 4 
 0 0 0 2 0 6 3 27 4 7 3 1 1 17 4 9 0 3 3 9 0 100 0 
 0 0 0 1 3 7 0 30 2 0 0 0 0 26 4 1 3 4 7 8 0 100 1 
 0 0 1 2 3 6 2 32 3.7 5 8 1 1 17 4 5 2 2 7 8 25 100 3 
 0 0 0 0 3 2 9 26 2.8 2 0 0 0 26 4 5 2 3 8 9 0 100 3 
 0 0 0 2 0 0 9 30 3.5 6 10 1 1 17 3 3 1 4 4 7 0 80 1 
 1 1 0 2 0 0 6 24 3.6 6 3 0 0 18 4 8 6 7 5 8 40 0 2 
 1 1 0 0 0 0 7 32 3.9 2 0 0 1 17 4 1 3 7 3 10 5 100 2 
 1 1 0 1 1 6 4 29 3.3 0 0 0 0 14 4 1 1 2 6 9 10 100 4 
 1 1 0 1 0 0 5 30 3.7 6 4 1 1 16 3 20 2 5 5 9 0 100 1 
 0 0 0 3 3 7 0 31 3.1 6 1 3 2 19 4 2 1 3 10 10 0 20 1 
 1 1 0 2 3 0 6 30 2.8 3 0 0 0 26 1 3 2 4 10 9 0 100 1 
 1 1 0 0 0 7 0 26 3 8 10 10 1 13 4 2 2 3 5 1 15 0 0 
 0 0 1 1 1 2 2 13 1.2 2 1 1 1 4 3 1 3 34 1 3 35 30 1 
 1 1 0 1 3 0 10 27 3.5 0 0 0 0 26 4 2 4 5 5 8 10 10 2 
 1 1 0 2 3 6 1 30 3.3 3 1 0 0 23 0 1 2 5 5 2 10 100 1 
 1 1 0 1 0 7 0 27 2.7 4 2 5 3 14 1 3 5 3 6 10 10 100 1 
 1 1 0 3 2 0 5 24 3.6 1 0 0 0 26 4 8 1 7 5 10 0 0 3 
 1 1 1 2 0 0 9 24 3.4 4 2 3 1 14 3 14 3 5 5 10 0 90 4 
 1 1 0 0 3 0 8 29 3.4 0 0 0 1 20 4 1 6 8 9 10 15 100 1 
 1 1 1 3 3 6 6 31 3.9 0 0 0 1 17 3 1 3 3 8 8 0 100 2 
 1 1 0 3 3 7 2 27 3.5 1 0 0 2 16 2 7 9 4 5 6 0 100 2 
 1 1 0 3 4 6 0 26 3.2 6 8 1 1 13 0 4 6 4 9 7 0 70 0 
 1 1 0 2 3 0 8 33 3.6 0 0 1 1 17 4 0 8 5 10 8 15 0 4 
 1 1 0 2 3 0 8 27 4 4 2 0 0 26 4 4 4 8 4 7 0 80 4 
 1 1 0 2 2 5 6 24 3.2 10 3 1 2 14 4 3 10 6 4 9 0 0 1 
 0 0 0 2 0 0 0 28 3.5 1 0 1 1 15 4 0 6 8 10 8 15 30 2 
 1 1 0 2 3 6 1 31 3.7 1 0 0 0 26 4 8 1 3 1 10 0 100 1 
 1 1 1 1 4 0 8 30 3.8 10 10 2 1 12 1 5 4 18 0 7 0 100 4 
 1 1 1 2 0 0 4 31 3.9 12 10 0 0 18 4 2 1 2 6 9 5 100 3 
 1 1 0 2 3 0 5 30 4 0 0 1 2 14 4 1 4 2 8 7 10 10 4 
 0 0 0 2 4 5 5 30 2.6 0 0 31 1 17 4 1 0 3 4 4 35 0 3 
 1 1 1 0 0 6 0 23 2.5 10 5 0 0 15 4 5 2 3 3 9 0 50 3 
 0 0 0 0 3 0 8 25 4 0 0 0 0 16 3 7 3 6 1 8 0 100 1 
 1 1 0 0 0 0 3 32 3.8 12 12 4 1 13 4 14 2 6 7 9 0 100 4 
 0 0 0 2 0 0 8 30 4 6 8 3 1 16 3 3 2 3 8 9 0 100 4 
 1 1 1 0 0 6 0 28 3.7 10 10 4 1 14 4 2 10 6 5 8 0 90 1 
 0 0 0 2 0 6 0 29 3 7 10 7 2 13 4 1 2 7 6 5 0 0 2 
 0 0 1 2 0 7 0 30 2.5 2 4 2 1 18 2 10 2 5 6 7 20 90 2 
 0 0 0 2 0 1 6 36 4 3 0 3 3 10 1 25 1 15 8 10 0 100 3 
 1 1 0 2 0 0 8 27 4 6 7 0 0 17 4 2 1 9 4 9 0 100 4 
 0 0 0 2 0 0 6 31 4 0 0 0 0 26 3 1 1 2 5 10 10 70 1 
 0 0 0 2 3 0 8 29 2.7 1 0 0 0 26 4 1 2 4 2 7 10 40 2 
 0 0 0 2 3 7 4 36 3.7 3 2 12 2 18 4 2 2 5 8 8 5 40 3 
 1 1 0 2 0 1 0 30 3.7 6 0 0 0 17 4 5 1 12 3 7 0 30 2 
 1 1 0 2 0 7 0 31 3.3 1 0 0 2 16 4 3 2 5 5 9 0 0 2 
 1 1 0 0 0 0 7 25 3.7 15 18 7 2 14 4 7 1 7 0 10 0 50 4 
 1 1 0 3 3 6 1 30 3.6 3 2 0 1 18 4 4 3 3 3 8 0 70 4 
 0 0 0 0 0 0 7 24 2.7 8 15 1 2 17 4 2 2 4 6 8 25 20 1 
 0 0 0 2 0 7 0 30 4 2 0 0 1 18 3 1 3 3 9 10 0 100 2 
 1 1 0 2 3 0 3 30 3.8 0 0 0 2 17 2 2 3 6 5 9 0 100 1 
 1 1 1 0 2 0 2 28 3.4 6 6 2 2 15 4 9 10 5 8 10 5 100 3 
 0 0 0 0 2 0 5 25 4 16 32 0 2 15 4 7 1 2 10 10 0 30 4 
 0 0 0 2 3 7 3 28 3.4 4 0 0 1 26 0 2 5 1 6 6 0 100 2 
 1 1 0 1 2 0 10 21 4 0 0 0 0 26 3 5 3 7 0 10 0 100 4 
 1 1 1 1 3 0 5 25 3.5 0 0 0 1 19 4 1 2 3 5 9 0 100 1 
 1 1 0 2 0 1 1 31 4 4 0 0 0 15 4 7 2 4 3 8 0 80 3 
 1 1 0 1 2 6 0 26 2.8 15 12 0 0 18 3 14 10 9 4 8 0 70 2 
 1 1 0 1 2 5 1 24 3.1 0 0 0 0 26 1 1 4 7 6 10 0 100 2 
 1 1 0 2 0 1 7 24 4 2 4 2 0 15 3 3 3 5 5 8 0 100 2 
 1 1 0 1 1 0 7 21 3 0 0 0 0 12 4 13 2 2 7 8 0 60 1 
 1 1 0 1 0 0 10 27 4 0 0 10 4 12 4 20 3 5 5 10 0 100 3 
 0 0 0 0 2 7 0 32 3.3 6 20 6 2 16 4 2 3 3 4 10 10 0 2 
 0 0 0 1 3 0 3 30 3 5 4 7 1 23 3 5 3 7 10 10 0 100 1 
 1 1 0 3 3 7 2 28 2.9 4 1 2 1 16 3 4 6 10 1 5 0 10 2 
 0 0 1 3 0 0 8 27 3.2 5 10 2 6 16 4 7 2 1 7 10 10 100 4 
 1 1 0 3 0 0 6 26 3.3 5 9 8 0 12 1 7 3 4 0 10 10 60 2 
 1 1 0 1 3 0 5 29 3.5 2 0 0 0 26 2 3 2 10 4 8 10 100 2 
 1 1 0 2 0 0 2 28 3 7 6 1 1 15 4 6 3 6 5 7 0 90 2 
 1 1 0 2 0 0 6 25 3.1 0 0 1 1 15 4 4 2 2 3 8 0 50 2 
 1 1 0 0 2 0 8 24 3.5 0 0 0 1 15 3 5 7 4 5 6 0 90 5 
 1 1 0 2 3 0 2 28 3.4 1 1 1 2 19 1 2 1 5 8 8 0 0 4 
 1 1 0 2 3 3 7 24 3.2 9 5 0 0 26 4 2 3 5 7 10 0 100 4 
 1 1 1 3 2 5 3 19 3.7 0 0 1 0 19 4 8 6 5 9 10 0 10 4 
 0 0 0 2 2 0 6 26 3.1 0 0 0 0 18 4 1 2 3 6 8 0 100 1 
 0 0 0 0 0 6 0 23 3.1 2 2 7 2 17 4 2 1 3 7 9 45 0 5 
 0 0 0 1 0 0 4 23 4 3 0 2 2 15 3 0 4 3 5 9 0 30 2 
 1 1 0 3 3 7 0 26 4 1 0 0 0 26 2 22 2 10 7 8 0 100 1 
 0 0 0 2 0 0 5 34 3.8 3 10 0 0 26 1 2 2 5 8 7 0 60 1 
 1 1 0 3 1 0 5 22 3 4 1 4 1 16 4 5 2 2 8 7 10 20 2 
 1 1 1 0 0 0 5 32 3 6 6 1 1 15 4 10 5 3 3 10 0 100 2 
 0 0 0 2 3 4 4 30 3.5 2 0 1 1 16 2 1 1 1 10 9 5 60 0 
 1 1 0 3 1 0 5 22 2.4 5 5 5 3 15 4 5 10 5 6 7 0 30 2 
 1 1 0 3 3 6 0 28 3.4 6 4 5 0 16 0 1 2 5 7 9 20 0 3 
 1 1 0 2 3 4 2 25 3.8 2 0 1 1 17 3 2 3 5 9 8 0 100 0 
 0 1 0 3 3 4 0 20 4 5 7 5 1 13 2 5 5 4 7 7 0 60 1 
 1 1 0 2 0 7 0 28 3.5 0 0 0 2 15 3 4 2 5 7 9 0 100 3 
 1 1 0 1 0 7 0 25 2.7 0 3 6 3 13 4 5 2 3 7 9 0 0 2 
 1 1 0 0 0 0 2 27 4 10 30 1 2 16 4 3 2 10 7 8 0 10 4 
 1 1 0 2 3 0 10 27 4 0 0 0 1 15 3 3 3 9 5 10 0 50 2 
 0 0 1 3 2 0 2 26 3.2 11 27 20 1 17 4 10 6 6 7 3 10 70 1 
 0 0 0 1 0 7 0 27 4 40 50 1 0 14 3 1 1 10 5 4 0 0 1 
 1 1 0 2 3 4 5 31 3.7 50 0 0 0 3 3 2 8 5 2 4 0 50 5 
 1 1 0 3 3 4 5 27 3.1 8 10 0 0 26 4 0 3 5 5 5 40 10 1 
 1 1 0 1 3 7 0 29 3.8 1 0 0 0 18 2 4 3 5 5 8 0 100 1 
 1 1 0 3 2 5 5 24 4 4 6 0 1 18 3 7 2 4 3 10 5 100 4 
 1 1 0 0 0 0 5 22 3.1 15 20 1 1 16 1 4 5 3 5 9 10 70 2 
 0 0 1 0 0 0 5 24 3 6 12 7 2 15 4 10 3 5 7 8 10 40 2 
 1 1 0 2 3 0 8 31 3.5 2 0 0 0 18 3 2 3 4 5 9 0 100 4 
 1 1 0 3 0 0 7 26 3.1 4 0 0 1 17 4 6 1 10 0 10 30 60 4 
 1 1 0 3 3 4 2 28 3.5 1 5 0 2 26 2 2 5 1 8 8 0 100 2 
 1 1 0 1 3 3 2 21 3.5 2 0 0 0 26 1 6 5 7 4 6 15 20 1 
 0 0 0 2 0 1 6 29 2.8 4 5 3 1 13 4 5 10 4 9 3 15 100 2 
 1 1 0 2 4 0 6 24 3.9 4 1 0 0 15 3 0 0 7 2 9 10 70 2 
 1 1 0 3 3 6 0 29 3.9 4 2 6 3 13 4 2 1 3 5 8 0 10 4 
 0 0 0 2 0 7 0 30 2.5 0 0 1 1 17 4 0 0 1 1 2 5 0 1 
 1 1 0 3 2 7 0 25 3.2 0 0 1 1 13 4 6 2 3 4 9 10 0 0 
 1 1 0 3 3 7 0 29 3.7 6 1 1 1 19 3 1 2 12 10 9 0 40 2 
 1 1 0 1 3 7 0 32 3.7 3 0 0 2 17 4 2 2 6 8 9 0 100 1 
 1 1 0 0 0 0 3 28 4 0 0 1 2 14 3 20 1 5 4 8 10 20 4 
 1 1 0 3 1 0 9 30 3.6 3 2 0 0 13 4 1 3 3 5 7 5 0 3 
 0 0 0 1 0 6 0 32 2.8 0 0 0 0 26 3 3 0 4 4 10 0 100 0 
 0 0 1 2 1 0 7 21 2.9 6 2 7 2 18 4 2 5 2 9 8 0 0 5 
 0 0 1 1 3 3 7 34 3.3 8 8 1 1 19 4 7 1 4 0 10 0 100 2 
 0 0 0 1 3 2 6 34 3.4 0 0 0 0 26 3 5 1 5 6 8 5 100 2 
 0 0 0 0 4 0 5 29 3.3 2 10 7 1 12 2 2 1 5 4 7 0 70 2 
 1 1 0 2 0 0 3 28 4 9 10 14 1 15 4 6 2 8 4 7 0 100 2 
 1 1 0 2 0 5 3 27 3.6 4 8 2 2 15 3 10 0 3 5 10 5 10 2 
 1 1 1 1 3 2 8 28 2.9 0 0 0 0 26 4 13 9 4 5 7 5 100 4 
 1 1 1 2 0 1 7 26 4 4 10 1 1 13 4 15 7 12 5 9 0 100 4 
 0 0 1 1 0 0 5 30 3.3 30 50 5 1 15 4 2 3 4 7 6 10 100 4 
 1 1 0 3 3 7 0 24 3.5 4 1 2 1 18 4 3 3 5 9 10 0 40 1 
 0 0 0 3 3 3 6 30 2.1 10 5 1 0 16 2 10 1 5 8 7 0 100 2 
 1 1 1 0 0 0 6 26 2.8 20 20 0 0 17 4 4 4 5 5 9 30 90 2 
 1 1 0 3 3 4 0 26 3.5 0 0 0 0 26 0 1 3 3 5 9 0 100 2 
 0 0 1 2 0 0 7 27 4 10 34 2 1 14 3 3 2 8 9 9 25 100 0 
 1 1 0 1 3 0 8 26 3.5 0 0 0 0 16 3 1 3 2 7 8 5 10 2 
 1 1 0 3 3 7 0 29 1 0 0 0 0 26 3 5 2 4 7 10 0 100 1 
 1 1 0 0 4 0 4 23 4 8 5 0 0 26 3 1 1 12 6 8 15 100 2 
 0 0 0 2 0 0 8 28 3 5 20 1 5 15 3 2 2 7 5 5 0 0 2 
 1 1 0 2 1 0 6 25 4 15 4 2 1 9 2 3 6 5 2 8 15 100 2 
 0 0 0 0 0 0 6 27 3.3 0 0 0 0 26 4 2 1 4 5 9 0 100 3 
 0 0 1 2 0 0 5 26 3.2 4 10 1 1 16 3 7 2 2 10 9 5 60 2 
 0 0 0 3 3 0 8 29 3.4 0 0 0 0 26 2 1 3 2 8 9 0 100 0 
 0 0 0 2 2 0 5 34 3.4 10 15 13 1 17 4 40 5 7 3 8 10 0 3 
 1 1 1 2 0 1 4 30 3.3 7 6 3 2 15 4 1 2 6 5 7 15 100 3 
 1 1 0 2 2 0 4 23 3.2 8 4 1 2 12 3 10 5 6 9 10 10 0 2 
 0 0 0 3 3 0 7 36 3.9 0 1 1 1 20 2 1 1 2 8 9 0 50 1 
