"gender","genderID","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Female","Female",63,125,7,"Freshman",4,1,90,50,8,6,42,58,6,"few",80
"Female","Female",62,145,7,"Junior",0,0,80,10,7,7,54,50,7,"few",5
"Male","Male",71,162,12,"Senior",1,4,105,2,5,7,54,55,4,"one",25
"Female","Female",64,125,6.5,"Junior",0,0,0,15,7,8,54,41,6,"few",100
"Female","Female",68,128,10,"Sophomore",5,1,80,50,7,15,48,49,4,"few",20
"Male","Male",70,148,10.5,"Freshman",1,2,67,300,6,7,45,51,1,"one",100
"Male","Male",71,160,11,"Freshman",4,1,105,63,7,9,51,53,8,"thousands",100
"Female","Female",65,180,8,"Freshman",6,1,95,6,10,17,45,45,7,"few",95
"Male","Male",75,190,11.5,"Sophomore",0,1,105,600,6,10,44,44,7,"one",15
"Male","Male",69,195,10.5,"Senior",3,5,115,1000,5,3,39,41,3,"few",10
"Male","Male",71,148,11,"Sophomore",3,1,80,60,9,2,55,59,3,"None",10
"Female","Female",61,93,8,"Sophomore",0,1,80,200,7,6,46,50,3,"few",100
"Female","Female",60,117,6.5,"Sophomore",1,1,70,42,7,23,46,51,3,"few",50
"Female","Female",67,180,9,"Sophomore",9,2,100,50,7,10,40,47,7,"few",50
"Female","Female",66,145,8,"Freshman",2,2,77,50,7,25,41,41,7,"dozens",100
"Female","Female",60,110,5,"Freshman",0,2,95,120,5,20,46,48,5,"few",40
"Female","Female",65,130,8,"Freshman",2,1,95,10,8,20,43,45,5,"hundreds",99
"Female","Female",64,91,6.5,"Freshman",2,0,0,100,8,9,50,50,7,"dozens",50
"Male","Male",72,140,11.5,"Junior",0,2,130,110,8,5,50,52,7,"one",100
"Male","Male",69,165,10.5,"Sophomore",15,0,95,15,7,7,49,49,8,"few",75
"Female","Female",61,105,7,"Freshman",2,3,92,0,7,15,52,55,7,"few",95
"Female","Female",64,160,7.5,"Sophomore",4,3,60,21,4,25,50,49,8,"one",100
"Female","Female",64,114,6.5,"Sophomore",0,0,0,20,6,6,51,51,2,"few",60
"Female","Female",60,110,7,"Freshman",2,2,0,50,7,5,36,40,5,"one",75
"Male","Male",67,195,10.5,"Freshman",1,3,60,200,6,10,41,40,7,"few",25
"Female","Female",64,127,6.5,"Sophomore",0,2,79,35,6,12,53,55,2,"one",90
"Male","Male",70,203,12,"Junior",3,2,100,1,6,8,50,51,10,"few",35
"Female","Female",68,135,8.5,"Freshman",4,4,0,30,6,7,43,45,3,"few",100
"Female","Female",64,125,8.5,"Senior",25,3,100,0,6,8,51,52,9,"few",90
"Female","Female",65,140,8,"Senior",0,0,70,70,6,7,42,45,9,"hundreds",40
"Female","Female",62,120,8,"Sophomore",0,3,78,60,7,9,50,51,4,"few",100
"Male","Male",70,178,12,"Sophomore",3,1,105,81,7,2,45,45,1,"hundreds",100
"Female","Female",66,125,7.5,"Sophomore",0,1,80,200,5,10,51,58,5,"few",51
"Female","Female",62,110,7,"Junior",3,0,101,40,8,20,62,54,7,"one",90
"Female","Female",65,145,8.5,"Freshman",0,4,120,12,7,7,45,55,4,"few",50
"Female","Female",62,100,7,"Junior",2,4,40,0,8,15,48,50,7,"few",100
"Male","Male",79,220,14,"Senior",2,0,120,0,10,10,60,65,9,"thousands",25
"Male","Male",72,188,11,"Sophomore",9,2,140,0,7,9,54,55,7,"hundreds",45
"Female","Female",63,176,9,"Freshman",0,6,80,100,8,8,50,50,6,"few",35
"Male","Male",72,159,11,"Freshman",0,1,60,800,6,15,51,60,7,"few",20
"Female","Female",61,103,6,"Sophomore",1,1,0,9,8,30,54,56,6,"dozens",76
"Female","Female",63,118,7,"Sophomore",0,1,70,105,6,14,44,47,2,"few",70
"Male","Male",69,193,11,"Senior",2,4,110,5,6,5,65,65,7,"few",80
"Female","Female",63,110,8,"Sophomore",2,3,82,150,7,15,39,50,7,"few",50
"Female","Female",63,134,8,"Sophomore",4,2,90,10,7,20,42,49,9,"one",50
"Female","Female",67,130,7.5,"Senior",3,1,95,40,8,20,57,57,4,"few",50
"Female","Female",65,118,5.5,"Freshman",10,0,80,600,8,10,46,48,7,"one",50
"Female","Female",64,135,8,"Freshman",2,1,70,22,8,8,56,53,5,"few",50
"Male","Male",64,150,9,"Freshman",0,1,0,90,6,6,49,50,8,"one",40
"Female","Female",59,98,4,"Freshman",6,2,90,200,8,7,54,53,3,"few",100
"Female","Female",63,105,7,"Sophomore",0,0,0,20,7,20,41,50,4,"few",5
"Female","Female",68,120,8,"Sophomore",0,1,50,100,7,10,55,53,7,"few",25
"Female","Female",63,107,7,"Freshman",8,1,83,35,8,40,48,48,7,"few",65
"Female","Female",64,124,7,"Sophomore",3,2,110,66,7,16,49,53,6,"few",80
"Male","Male",70,160,10,"Sophomore",2,2,80,30,8,5,47,47,6,"one",10
"Male","Male",69,145,10,"Sophomore",10,3,120,50,8,30,40,40,10,"one",20
"Male","Male",69,175,12,"Sophomore",2,3,80,60,6,2,44,47,6,"one",100
"Male","Male",70,140,9,"Freshman",1,2,80,38,9,5,54,57,8,"hundreds",25
"Female","Female",65,215,9,"Freshman",2,1,81,16,5,4,42,38,3,"one",63
"Female","Female",61,120,6,"Sophomore",0,0,81,60,9,18,58,48,6,"few",100
"Male","Male",67,155,10,"Junior",4,3,100,120,6,2,52,49,3,"few",0
"Female","Female",65,123,8,"Freshman",1,1,100,90,9,31,50,48,6,"one",75
"Male","Male",65,130,8,"Freshman",8,1,62,200,6,6,50,57,7,"dozens",10
"Female","Female",66,155,8,"Freshman",1,1,85,47,7,28,51,50,9,"few",20
"Female","Female",62,108,7.5,"Sophomore",2,1,115,60,4,5,54,58,8,"one",50
"Female","Female",62,110,8.5,"Sophomore",2,2,80,31,8,30,46,50,7,"thousands",100
"Female","Female",68,135,9.5,"Sophomore",7,2,85,3,9,10,58,59,7,"few",100
"Male","Male",70,190,12,"Sophomore",3,3,90,60,7,4,51,53,7,"dozens",60
"Female","Female",67,140,7,"Freshman",6,1,90,20,8,20,54,57,7,"one",100
"Male","Male",68,135,9,"Sophomore",0,1,125,15,6,6,51,55,6,"one",50
"Male","Male",68,161,11.5,"Freshman",8,3,145,50,8,37,57,65,3,"few",40
"Female","Female",61,112,7.5,"Sophomore",14,4,80,500,8,10,64,65,8,"one",50
"Female","Female",61,112,6,"Freshman",2,3,45,100,6,10,43,43,7,"one",90
"Male","Male",78,145,9,"Sophomore",0,0,100,20,8,10,46,52,3,"few",31
"Female","Female",64,135,9,"Junior",1,1,82,7,7,8,51,50,4,"hundreds",100
"Female","Female",68,285,12,"Sophomore",5,1,80,0,8,15,47,48,2,"few",1
"Male","Male",72,200,13,"Senior",0,0,122,10,4,2,60,60,4,"dozens",15
"Female","Female",66,120,7.5,"Sophomore",0,0,80,40,7,14,43,45,5,"few",75
"Female","Female",66,190,8.5,"Sophomore",2,2,102,31,7,5,52,55,5,"few",90
"Female","Female",64,140,7,"Junior",7,2,100,1,8,20,46,49,4,"one",50
"Female","Female",65,118,8,"Freshman",0,1,140,0,7,10,56,64,5,"one",40
"Female","Female",67,110,7.5,"Sophomore",3,0,0,1000,8,20,45,54,8,"few",25
"Male","Male",70,151,10,"Sophomore",0,4,80,40,6,7,55,58,4,"one",15
"Female","Female",71,165,10.5,"Senior",3,1,90,0,7,17,52,56,7,"few",50
"Female","Female",62,190,9,"Freshman",1,2,85,22,7,4,49,57,7,"few",100
"Female","Female",66,170,8.5,"Junior",7,1,120,20,6,10,56,59,3,"few",50
"Female","Female",62,99,7,"Sophomore",0,1,85,47,6,15,50,51,7,"dozens",100
"Male","Male",67,130,9.5,"Sophomore",0,1,110,50,6,4,40,48,7,"one",100
"Female","Female",63,132,7,"Freshman",0,2,70,200,7,10,50,51,5,"one",10
"Female","Female",50,116,7.5,"Freshman",3,2,80,5,6,8,48,59,7,"one",100
"Female","Female",67,127,7,"Freshman",0,0,0,200,6,6,45,46,7,"few",15
"Male","Male",74,165,11,"Freshman",1,2,80,150,7,3,53,57,7,"dozens",100
"Female","Female",69,180,10.5,"Junior",10,2,105,6,8,20,46,43,4,"few",10
"Female","Female",65,130,8.5,"Sophomore",6,6,105,31,6,10,48,48,7,"one",100
"Female","Female",67,126,7,"Sophomore",1,0,69,20,8,10,48,48,7,"few",30
"Female","Female",64,135,6.5,"Freshman",25,1,85,30,9,35,47,47,8,"few",100
"Female","Female",63,93,7.5,"Sophomore",5,2,180,50,7,10,50,49,5,"dozens",100
"Female","Female",74,94,6,"Freshman",1,1,35,8,8,14,42,43,6,"one",25
"Male","Male",77,90,8.5,"Junior",0,0,100,1000,7,3,50,60,7,"few",13
"Male","Male",68,140,9,"Junior",0,0,90,80,8,4,47,48,4,"one",20
"Female","Female",67,125,7.5,"Sophomore",7,2,110,25,8,20,46,49,7,"few",75
"Female","Female",63,100,5,"Sophomore",0,1,0,5,6,10,46,46,4,"millions",50
"Female","Female",65,136,8,"Freshman",12,2,98,36,8,22,48,51,6,"few",50
"Female","Female",64,114,9,"Freshman",2,1,70,140,7,23,52,55,3,"dozens",70
"Female","Female",62,108,6.5,"Sophomore",2,3,80,20,8,15,49,52,7,"one",90
"Male","Male",75,175,12,"Freshman",4,3,90,45,8,8,51,50,7,"one",75
"Female","Female",66,120,9,"Sophomore",9,1,80,20,8,15,45,44,7,"few",95
"Female","Female",60,150,7,"Junior",3,2,90,20,6,10,60,58,7,"few",30
"Male","Male",72,165,11,"Sophomore",3,1,140,19,6,15,51,52,2,"one",65
"Male","Male",71,183,10,"Sophomore",0,1,105,24,7,10,55,55,4,"few",35
"Female","Female",69,133,8.5,"Sophomore",1,1,115,45,7,20,41,41,9,"few",65
"Female","Female",63,167,10,"Freshman",4,8,80,88,7,26,36,38,7,"few",98
"Female","Female",64,133,7,"Sophomore",1,1,90,100,7,15,55,58,4,"few",70
"Female","Female",66,145,8.5,"Freshman",11,2,100,5,9,12,49,50,7,"few",1
"Female","Female",60,136,6.5,"Sophomore",2,1,102,8,7,25,50,50,4,"one",70
"Female","Female",66,177,8.5,"Junior",1,1,90,3,6,8,42,41,5,"few",30
"Female","Female",63,117,7,"Sophomore",3,4,0,20,6,34,52,56,9,"few",100
"Female","Female",66,195,11,"Junior",2,1,90,5,8,10,52,55,4,"hundreds",90
"Male","Male",66,158,9.5,"Freshman",0,1,60,90,8,2,52,52,7,"few",70
"Female","Female",61,120,7,"Freshman",1,1,60,100,7,30,43,47,4,"few",60
"Male","Male",74,220,10.5,"Senior",7,2,120,40,7,7,61,60,4,"millions",5
"Male","Male",72,205,11.5,"Graduate",2,1,105,80,7,4,65,65,5,"millions",70
"Male","Male",70,130,11,"Sophomore",20,1,105,100,7,16,49,49,6,"dozens",50
"Female","Female",67,165,9,"Freshman",2,3,100,15,7,20,58,58,8,"one",90
"Female","Female",67,140,10.5,"Freshman",4,1,85,10,6,7,37,41,3,"hundreds",100
"Female","Female",62,115,8,"Freshman",3,2,86,70,9,28,44,56,4,"few",80
"Female","Female",66,151,7.5,"Freshman",1,2,88,25,7,25,51,52,7,"few",50
"Male","Male",71,174,11.5,"Freshman",1,1,101,4,6,7,48,46,1,"hundreds",25
"Female","Female",63,150,7,"Senior",5,3,95,7,8,4,51,58,4,"one",85
"Female","Female",64,117,7,"Freshman",0,0,95,200,8,20,49,53,3,"few",50
"Female","Female",62,105,7,"Junior",1,1,75,22,10,18,50,49,7,"millions",50
"Female","Female",62,130,7.5,"Sophomore",0,1,150,52,8,10,51,51,7,"few",95
"Female","Female",67,120,7.5,"Freshman",7,2,85,25,8,14,58,65,6,"few",60
"Male","Male",71,176,10.5,"Senior",5,1,0,100,5,2,61,61,8,"dozens",80
"Male","Male",72,170,10,"Sophomore",1,3,80,15,7,5,60,54,7,"few",60
"Male","Male",70,145,11,"Junior",0,2,90,130,7,8,54,56,5,"thousands",35
"Female","Female",66,150,7,"Senior",4,2,80,30,6,15,61,61,6,"few",87
"Male","Male",70,155,9.5,"Freshman",0,1,60,45,7,4,47,53,3,"thousands",10
"Female","Female",65,125,7,"Sophomore",2,1,95,30,7,20,52,51,8,"dozens",65
"Male","Male",70,183,10,"Senior",0,1,94,6,7,7,50,54,7,"one",0
"Female","Female",60,97,5,"Sophomore",2,1,85,20,5,7,55,61,3,"few",25
"Female","Female",66,110,8,"Junior",0,1,70,18,6,6,51,55,4,"few",75
"Female","Female",60,105,6,"Freshman",2,4,97,25,7,30,61,58,3,"hundreds",22
"Male","Male",69,164,10,"Sophomore",0,1,80,20,8,7,39,35,6,"one",33
"Female","Female",51,98,7.5,"Freshman",4,0,0,15,7,3,45,46,1,"few",25
"Male","Male",70,138,8.5,"Freshman",1,0,31,34,7,4,48,49,7,"few",25
"Male","Male",71,135,10.5,"Freshman",0,2,100,75,7,3,51,52,9,"few",40
"Female","Female",66,122,8,"Sophomore",1,1,95,0,7,20,45,46,1,"few",50
