"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","tweets","texts","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Female","Yes","suburbs","White","Christian",1,28,3.1,10,9,4,0,18,"College",2,0,4,0,"No",1,5,5,5,10,0,100
"Male","No","suburbs","Other","Agnostic",1,28,3.4,8,10,3,2,15,"middle_school",1,0,50,2,"No",1,3,2,2,10,0,90
"Male","No","suburbs","Other","Jewish",2,31,2.7,10,0,4,1,14,"College",7,1,30,0,"No",0,3,5,7,10,50,50
"Female","No","big_city","Hispanic","Christian",8,30,3.5,1,0,0,0,15,"High_School",10,0,40,0,"No",5,3,3,3,10,0,0
"Female","No","suburbs","Other","Agnostic",0,27,3.6,0,5,10,2,13,"College",40,0,50,0,"No",0,3,2,5,8,0,100
"Female","No","Medium_City","White","Christian",4,22,4,6,2,0,0,16,"High_School",15,0,50,5,"No",5,3,6,3,9,0,20
"Female","No","Medium_City","Asian","Christian",5,31,4,3,2,0,0,15,"High_School",1,0,50,0,"No",0,2,7,7,7,0,100
"Female","No","suburbs","Asian","Christian",1,29,3.6,0,0,0,0,0,"High_School",14,1,20,0,"No",1,2,9,9,9,0,100
"Male","Yes","big_city","White","Agnostic",1,28,4,15,40,5,2,13,"High_School",3,0,25,0,"No",1,2,5,3,9,0,70
"Female","Yes","suburbs","White","Jewish",6,27,3.6,10,15,0,0,15,"College",3,1,10,0,"No",2,5,4,5,9,0,100
"Female","No","suburbs","White","Christian",5,32,4,10,10,3,2,12,"middle_school",7,0,50,6,"No",1,7,8,5,9,0,10
"Female","Yes","suburbs","White","Christian",3,29,4,4,15,4,1,15,"High_School",1,6,40,0,"No",0,5,3,3,9,0,40
"Male","No","suburbs","Other","Christian",7,29,2.4,0,0,2,1,13,"College",1,0,50,0,"No",9,3,5,4,9,0,50
"Female","Yes","suburbs","White","Jewish",2,27,2.8,7,25,0,0,16,"1st_5th_grade",25,19,50,0,"No",0,0,5,6,8,0,100
"Female","Yes","big_city","Hispanic","Christian",5,25,2.3,5,7,0,0,15,"College",7,3,50,0,"No",5,3,4,1,10,10,10
"Female","Yes","suburbs","Asian","Christian",8,32,3.8,20,15,0,0,14,"College",3,4,50,8,"No",0,6,5,6,10,0,100
"Male","No","Small_Town","White","Christian",3,29,4,0,0,0,1,16,"College",3,0,50,0,"No",10,2,3,5,7,10,60
"Female","No","suburbs","White","Christian",6,28,3.5,15,18,4,1,16,"High_School",4,0,50,5,"No",3,5,5,5,8,0,100
"Female","Yes","suburbs","White","Christian",7,29,3.3,20,20,5,2,8,"College",0,2,50,0,"Yes",5,5,3,7,10,0,50
"Female","No","big_city","Asian","Agnostic",0,31,3.8,0,0,0,0,17,"College",7,0,10,5,"No",5,5,5,5,5,0,100
"Female","No","suburbs","White","Christian",0,25,3.1,5,5,5,0,15,"College",5,3,12,0,"No",0,5,5,7,8,15,10
"Female","No","Small_Town","White","Agnostic",2,28,3.8,30,15,5,5,14,"College",2,2,50,0,"Yes",0,0,0,0,5,0,100
"Female","Yes","Medium_City","White","Jewish",2,27,2.8,5,1,2,1,15,"High_School",7,0,50,3,"No",0,5,5,5,9,0,10
"Female","No","big_city","White","Muslim",2,28,3.5,5,10,0,1,13,"High_School",5,1,20,0,"No",3,5,4,5,9,0,100
"Male","Yes","big_city","White","Christian",1,32,3.6,12,18,5,2,14,"College",4,0,45,2,"No",0,2,5,6,10,0,100
"Female","Yes","suburbs","White","Christian",4,28,3.1,10,7,5,2,15,"High_School",8,10,50,5,"No",2,3,3,7,7,0,100
"Male","Yes","suburbs","White","Christian",6,25,2.7,17,10,9,2,14,"College",5,0,50,6,"No",5,7,7,5,5,15,80
"Female","No","Medium_City","White","Jewish",6,29,4,5,5,2,2,16,"High_School",2,15,40,0,"No",3,4,6,2,8,0,90
"Female","No","big_city","Black","Christian",6,20,4,7,5,1,1,14,"College",6,20,30,3,"No",7,4,5,3,3,0,0
"Female","No","Medium_City","White","Agnostic",4,32,4,0,1,0,0,7,"0_Kindergarten",2,0,30,0,"No",3,0,4,0,5,0,100
"Female","Yes","suburbs","White","Christian",7,29,3.6,2,0,0,2,16,"College",5,0,20,5,"No",7,5,5,3,9,0,90
"Female","No","Small_Town","Asian","Christian",2,27,3.5,10,5,0,2,14,"High_School",1,0,50,2,"No",9,6,8,6,9,0,100
"Female","No","suburbs","White","Christian",5,27,4,8,9,1,1,15,"College",3,1,20,0,"No",2,5,4,3,10,0,80
"Female","Yes","suburbs","White","Christian",4,30,4,9,5,0,0,15,"College",2,0,30,0,"No",7,4,4,3,8,0,100
"Female","Yes","big_city","Asian","Agnostic",2,27,3,11,6,5,1,19,"College",14,0,50,0,"Yes",0,3,7,5,8,0,100
"Female","Yes","big_city","Hispanic","Christian",7,25,3.4,2,2,1,2,17,"1st_5th_grade",14,25,50,0,"No",5,5,4,1,9,0,10
"Male","No","suburbs","Other","Christian",4,33,4,6,1,0,1,16,"High_School",5,0,50,0,"No",0,2,5,6,9,0,50
"Male","No","big_city","Black","Atheist",0,24,3.5,5,2,0,0,0,"High_School",3,0,10,0,"No",0,3,7,5,9,15,60
"Male","Yes","big_city","Hispanic","Christian",5,24,3,20,10,15,1,15,"College",1,10,50,1,"No",2,4,4,4,10,10,0
"Male","No","suburbs","Other","Atheist",0,31,3.8,0,0,0,2,14,"College",1,2,40,0,"No",2,2,2,5,7,0,100
"Female","Yes","suburbs","White","Agnostic",1,31,3.2,7,10,4,1,14,"College",5,4,30,0,"No",1,3,5,5,8,20,50
"Male","Yes","suburbs","White","Atheist",0,32,3.1,8,20,4,1,16,"College",6,0,5,0,"No",0,8,5,8,0,0,100
"Female","Yes","suburbs","White","Christian",5,28,4,10,20,1,2,13,"High_School",5,10,50,3,"No",0,5,6,8,10,0,50
"Female","No","Small_Town","White","Christian",5,27,4,34,14,2,2,13,"College",1,1,20,5,"No",5,8,5,5,7,0,70
"Male","No","Medium_City","White","Agnostic",0,25,3.5,4,5,2,2,14,"College",2,0,40,0,"Yes",0,0,0,6,10,0,50
"Female","No","suburbs","Asian","Christian",7,27,4,4,2,0,0,11,"College",1,1,10,0,"No",9,3,2,0,5,0,100
"Female","Yes","suburbs","Black","Christian",10,18,3,4,0,4,1,13,"College",20,2,50,0,"No",0,0,5,0,10,30,0
"Female","No","suburbs","White","Christian",3,21,3.2,10,6,2,5,16,"College",2,6,50,8,"No",6,7,5,7,10,30,0
"Female","No","big_city","Black","Other",0,20,1.8,4,4,7,5,14,"High_School",5,5,50,3,"No",5,5,5,3,3,20,30
"Female","No","Medium_City","Asian","Christian",10,26,2.3,0,0,0,0,0,"middle_school",5,0,3,10,"No",10,7,3,4,8,0,70
"Female","No","suburbs","Black","Christian",7,29,3,0,0,0,0,0,"middle_school",7,0,3,3,"No",3,2,3,7,6,0,10
"Female","Yes","suburbs","White","Christian",4,32,2.4,3,5,3,2,12,"High_School",13,2,50,1,"No",5,3,7,6,10,0,80
"Female","No","Medium_City","Other","Christian",5,23,3,15,10,0,0,0,"College",7,0,50,3,"No",3,3,4,5,9,10,0
"Male","Yes","Medium_City","White","Atheist",0,25,3.5,8,20,0,1,16,"College",1,1,8,0,"No",5,5,8,5,5,0,90
"Female","No","Medium_City","Hispanic","Christian",7,28,3,7,10,0,0,20,"College",7,0,25,1,"No",3,2,5,8,9,0,30
"Female","Yes","Medium_City","White","Christian",0,24,3.1,10,10,2,1,14,"College",2,50,50,0,"No",8,3,10,0,10,10,40
"Male","No","Medium_City","White","Atheist",0,28,3.5,0,0,0,1,18,"High_School",7,0,50,0,"No",2,0,5,5,9,0,20
"Female","No","big_city","Other","Christian",2,19,3.3,6,1,0,1,10,"College",2,0,40,0,"No",3,5,5,5,9,5,100
"Female","No","suburbs","Asian","Christian",9,27,3.2,6,1,0,0,0,"College",3,0,10,9,"No",10,5,8,5,5,0,80
"Female","No","big_city","Black","Christian",7,21,3.7,1,0,1,1,15,"High_School",2,0,3,7,"Yes",0,0,2,0,7,10,0
"Male","No","big_city","Hispanic","Christian",0,22,4,8,15,0,2,14,"High_School",3,13,50,5,"No",5,5,8,9,9,10,0
"Female","No","suburbs","White","Christian",6,26,4,15,9,0,1,16,"College",7,1,50,0,"No",2,3,5,2,10,25,90
"Female","No","suburbs","Black","Christian",7,30,3.3,8,8,4,2,14,"High_School",3,2,50,0,"No",5,5,5,0,9,20,100
"Female","No","big_city","Hispanic","Other",6,23,3.2,3,2,0,1,16,"College",14,0,50,0,"No",0,5,2,0,10,10,0
"Female","No","big_city","Black","Christian",5,19,3.4,10,1,4,2,15,"High_School",10,10,50,0,"No",5,7,0,5,5,15,0
"Female","No","suburbs","White","Christian",2,29,2.7,15,12,0,0,16,"High_School",1,0,50,0,"No",3,3,4,7,9,5,100
"Female","Yes","suburbs","Asian","Hindu",7,29,3.6,17,22,3,0,19,"0_Kindergarten",5,7,30,0,"No",0,4,2,4,8,0,0
"Male","No","Small_Town","White","Christian",4,20,3,3,10,13,3,18,"High_School",1,0,50,0,"Yes",4,2,2,5,7,20,10
"Female","No","suburbs","White","Christian",3,28,3.9,15,10,2,1,9,"College",7,5,50,0,"No",5,5,7,7,8,10,70
"Female","No","Small_Town","Asian","Hindu",6,29,2.2,7,0,0,0,19,"College",4,0,40,0,"No",0,2,3,2,8,0,100
"Male","No","suburbs","White","Christian",2,32,4,15,30,1,1,13,"College",2,0,50,10,"No",10,7,5,7,8,0,80
"Female","Yes","Small_Town","White","Atheist",0,29,4,0,0,1,1,16,"College",10,0,50,0,"No",2,2,5,5,8,25,0
"Female","Yes","suburbs","White","Christian",8,31,3.8,6,0,0,0,16,"College",7,12,50,9,"No",8,8,7,10,9,0,100
"Female","No","big_city","Hispanic","Other",4,29,4,3,2,3,4,14,"College",7,6,35,0,"No",2,1,4,2,3,20,10
"Female","No","big_city","Asian","Agnostic",0,36,3.7,1,0,0,0,12,"1st_5th_grade",2,0,5,8,"No",10,6,8,7,10,0,100
"Female","No","suburbs","White","Christian",3,29,3.8,0,0,0,1,18,"College",1,1,10,0,"No",3,3,4,3,4,30,100
"Female","No","big_city","Asian","Other",0,24,3.8,0,0,3,1,19,"High_School",3,0,20,9,"No",5,5,6,3,4,0,10
"Male","No","Small_Town","White","Christian",7,26,3.5,0,0,0,1,13,"High_School",1,0,25,6,"No",9,6,7,3,8,0,50
"Male","No","big_city","Asian","Christian",2,24,4,6,9,6,1,13,"High_School",1,0,19,9,"No",3,6,10,5,8,0,100
"Female","Yes","suburbs","White","Christian",3,28,3.3,12,20,2,1,15,"middle_school",3,3,20,0,"No",1,3,5,5,10,0,100
"Female","Yes","big_city","Hispanic","Atheist",0,25,2.5,3,3,2,4,13,"College",1,0,50,0,"No",0,2,3,5,9,15,0
"Male","No","Small_Town","White","Christian",3,32,3.3,0,0,0,1,18,"College",1,0,10,0,"No",0,5,7,5,7,0,50
"Male","Yes","big_city","White","Agnostic",2,32,2.9,10,15,2,1,18,"College",4,0,25,0,"No",2,5,5,8,7,5,80
"Male","No","big_city","Asian","Buddhist",3,33,4,6,0,3,3,15,"High_School",3,0,48,6,"No",0,3,5,9,5,0,100
"Female","Yes","big_city","Hispanic","Other",5,23,3.6,2,1,2,1,15,"College",7,0,50,3,"No",2,5,2,2,8,0,90
"Female","No","suburbs","White","Jewish",5,27,3.8,15,3,1,1,11,"High_School",7,1,50,1,"No",0,0,4,5,7,0,100
"Female","No","big_city","Black","Christian",7,19,3.5,3,1,5,2,7,"middle_school",12,0,15,4,"Yes",8,3,3,3,8,15,0
"Female","No","Medium_City","Asian","Agnostic",1,33,4,0,0,1,1,16,"High_School",1,7,50,0,"No",0,5,3,5,5,0,100
"Female","No","suburbs","Black","Christian",2,24,3,6,0,1,1,13,"High_School",10,5,40,0,"No",2,1,3,8,10,15,20
"Female","No","suburbs","Asian","Muslim",8,31,3.4,0,0,0,0,19,"0_Kindergarten",0,0,40,8,"No",7,3,3,1,9,0,100
"Male","No","suburbs","Asian","Christian",4,30,3.6,0,0,5,3,17,"High_School",2,0,50,7,"No",9,3,6,10,9,0,100
"Female","No","big_city","Black","Christian",8,23,3,5,5,6,8,12,"1st_5th_grade",3,0,50,0,"No",5,1,5,5,8,25,0
"Female","No","Medium_City","White","Atheist",0,24,3.1,3,1,0,1,6,"High_School",4,7,30,0,"No",0,3,5,5,8,0,80
"Male","No","big_city","Asian","Atheist",0,25,2.2,0,0,4,1,15,"1st_5th_grade",4,0,50,10,"No",5,5,5,5,5,0,100
"Male","No","big_city","Asian","Atheist",0,26,3.6,0,0,0,0,0,"High_School",2,0,20,5,"No",5,5,1,8,8,0,10
"Female","No","suburbs","Black","Christian",6,29,4,6,0,0,4,13,"High_School",4,50,50,0,"Yes",2,0,2,5,7,15,10
"Female","No","suburbs","White","Christian",7,28,3,3,3,0,0,16,"College",12,7,20,0,"No",0,5,8,3,5,0,100
"Female","No","suburbs","Asian","Christian",8,29,3.7,0,0,0,1,17,"High_School",1,0,50,10,"No",5,3,5,3,9,10,100
"Female","No","Small_Town","Asian","Agnostic",0,27,1,3,0,0,1,15,"0_Kindergarten",1,0,10,3,"No",4,5,5,5,5,0,10
"Male","No","suburbs","White","Christian",6,30,3.7,2,1,0,1,17,"College",7,0,11,5,"No",8,6,5,4,10,10,20
"Female","Yes","Small_Town","White","Christian",7,32,3.4,10,10,3,3,15,"College",2,0,50,2,"No",8,5,5,5,2,20,0
"Male","No","suburbs","Asian","Muslim",5,30,3.3,0,0,0,1,18,"middle_school",3,0,10,10,"No",5,5,5,5,7,0,100
"Female","No","Small_Town","White","Agnostic",2,28,3.1,15,10,6,2,13,"College",1,5,50,0,"No",0,4,6,5,9,0,40
"Female","No","suburbs","Asian","Christian",4,29,1,3,2,1,3,13,"middle_school",1,0,50,4,"No",7,5,5,8,9,0,100
"Female","Yes","suburbs","White","Agnostic",0,34,3.1,6,6,1,1,18,"College",3,0,50,0,"No",0,3,5,3,10,5,100
"Male","No","suburbs","White","Atheist",1,34,3.7,2,2,2,1,17,"College",1,0,25,1,"No",0,8,9,10,10,0,80
"Female","Yes","suburbs","White","Christian",7,23,2.5,15,15,2,1,14,"High_School",1,0,50,5,"No",10,5,4,5,5,0,90
"Male","No","suburbs","Asian","Agnostic",5,29,3.5,5,10,0,0,0,"College",1,0,4,2,"No",5,7,0,10,10,0,100
"Female","No","Medium_City","White","Agnostic",2,33,3.9,3,4,0,0,0,"High_School",4,0,20,0,"No",0,2,3,2,9,0,80
"Female","No","suburbs","White","Jewish",3,31,3.7,12,12,0,0,16,"High_School",7,0,30,0,"Yes",1,2,2,5,8,10,80
"Female","No","suburbs","White","Christian",3,26,4,12,12,2,2,13,"High_School",8,1,50,0,"No",4,3,6,6,10,0,50
"Female","No","big_city","Black","Christian",1,25,2.2,10,6,1,1,13,"High_School",0,50,50,0,"No",0,3,3,5,5,0,0
"Female","No","big_city","Hispanic","Other",7,22,3,4,2,1,1,15,"High_School",7,4,30,9,"No",1,1,4,5,8,10,10
"Female","No","suburbs","Asian","Buddhist",1,35,4,0,0,0,0,0,"College",4,0,5,0,"No",0,3,5,5,4,5,100
"Female","Yes","suburbs","White","Atheist",0,31,3.1,10,6,0,0,14,"College",3,0,50,0,"Yes",0,2,3,1,3,20,100
"Female","No","big_city","Asian","Atheist",0,31,4,0,0,0,0,0,"middle_school",6,14,40,8,"No",8,8,9,5,10,0,100
"Female","No","suburbs","Black","Christian",5,22,3.2,4,1,4,3,15,"High_School",10,2,49,5,"No",5,5,7,10,7,10,30
"Female","No","big_city","Black","Christian",7,23,3.4,5,2,2,1,14,"College",14,20,50,0,"No",5,4,5,5,8,15,0
"Female","No","big_city","Asian","Christian",4,24,2.4,0,0,0,1,18,"High_School",7,15,20,0,"No",0,4,3,0,10,5,10
"Female","No","suburbs","Hispanic","Christian",9,22,4,0,0,0,0,16,"High_School",15,0,50,10,"No",10,6,4,2,8,10,0
"Female","No","suburbs","White","Agnostic",0,31,3.2,20,18,2,2,14,"High_School",3,1,50,0,"Yes",3,3,4,7,9,0,70
"Male","No","suburbs","White","Agnostic",1,25,3.8,15,7,9,0,13,"College",1,0,13,0,"No",0,5,9,10,5,50,50
"Male","No","Small_Town","White","Atheist",0,29,4,0,0,0,2,16,"High_School",3,0,5,0,"No",7,3,3,7,9,0,0
"Female","No","big_city","White","Agnostic",0,28,3.8,13,15,3,0,18,"College",5,7,25,0,"Yes",0,0,4,3,8,10,70
"Male","Yes","Small_Town","White","Agnostic",0,28,3.1,3,2,14,2,14,"College",2,0,40,0,"No",3,2,5,0,9,10,40
"Male","No","suburbs","Black","Christian",7,26,3,1,0,0,0,16,"College",5,0,7,5,"No",7,5,5,6,9,5,100
"Male","No","suburbs","Asian","Christian",2,27,4,4,4,10,4,16,"High_School",5,0,15,2,"No",2,0,10,5,10,0,100
"Female","Yes","suburbs","White","Christian",7,35,3.7,20,40,13,0,16,"College",16,0,40,8,"No",1,9,6,9,3,10,10
"Male","No","Small_Town","White","Christian",7,29,4,0,0,0,1,17,"High_School",1,2,30,3,"No",3,3,5,5,5,10,0
"Female","No","suburbs","Other","Christian",9,25,4,0,0,0,0,0,"High_School",2,0,20,9,"No",10,8,8,2,9,0,0
"Male","No","big_city","Asian","Agnostic",3,29,3.7,0,0,1,1,18,"High_School",1,2,37,0,"Yes",0,3,3,9,7,0,100
"Female","Yes","big_city","Hispanic","Agnostic",1,24,2.8,6,6,6,0,13,"College",2,1,10,10,"Yes",0,0,6,6,4,10,40
"Female","Yes","suburbs","White","Christian",5,29,3.5,15,25,15,4,15,"College",9,2,50,0,"No",5,7,7,5,7,10,0
"Male","No","Medium_City","Black","Christian",10,18,3.5,14,4,0,0,0,"College",3,4,48,10,"No",9,5,5,3,2,0,100
"Female","Yes","Medium_City","White","Christian",6,27,3.9,11,4,1,1,13,"College",6,1,20,0,"No",0,1,5,2,10,10,100
"Male","Yes","suburbs","White","Jewish",3,30,3.7,15,15,5,0,17,"College",2,0,30,0,"Yes",0,5,5,4,7,15,10
"Female","No","suburbs","Black","Christian",6,19,3,3,1,1,1,14,"1st_5th_grade",5,0,30,7,"No",5,4,5,2,6,0,80
"Female","Yes","Small_Town","White","Christian",5,26,3.1,3,3,2,1,16,"College",0,0,10,5,"No",7,7,5,6,5,0,90
"Female","No","big_city","Asian","Atheist",0,29,1,0,0,0,1,17,"High_School",3,50,20,1,"No",0,1,9,4,9,0,100
"Female","No","big_city","Black","Christian",7,22,2.5,4,3,4,1,15,"College",10,5,15,3,"No",5,5,8,0,10,10,60
"Female","Yes","suburbs","White","Christian",6,33,3.9,4,2,1,1,13,"College",2,1,50,0,"No",0,3,5,5,9,5,100
"Male","No","big_city","Black","Christian",6,22,2.3,10,1,1,1,17,"High_School",3,0,50,5,"No",2,5,2,5,8,15,0
"Female","No","suburbs","Asian","Muslim",7,30,3.8,0,0,0,0,16,"High_School",7,5,7,0,"No",0,5,4,5,5,5,40
"Female","No","big_city","Hispanic","Other",4,23,3.2,0,0,1,1,13,"middle_school",4,0,40,0,"No",0,5,4,5,5,0,10
"Female","No","Medium_City","Other","Agnostic",1,28,3,5,10,0,1,13,"High_School",12,20,20,0,"No",0,5,5,3,5,0,90
"Female","No","big_city","Hispanic","Other",3,20,3.3,6,3,1,1,14,"College",5,40,50,0,"No",0,2,5,5,8,10,20
"Female","Yes","suburbs","White","Christian",5,26,3.3,10,10,0,0,19,"College",1,5,20,2,"No",4,7,8,2,2,10,0
"Female","No","big_city","Asian","Agnostic",2,29,3.2,0,0,0,0,0,"middle_school",0,28,1,5,"Yes",5,6,6,7,8,10,100
"Male","Yes","suburbs","White","Jewish",1,25,2.8,5,6,2,1,13,"1st_5th_grade",1,0,30,5,"No",4,6,4,1,9,0,40
"Male","No","suburbs","Asian","Christian",6,26,4,0,0,0,0,0,"College",1,0,40,2,"No",5,5,3,4,8,0,50
"Male","No","Medium_City","White","Christian",5,26,3.2,3,15,3,4,12,"middle_school",3,0,50,0,"Yes",5,5,6,5,5,20,90
"Male","No","suburbs","Black","Christian",3,23,3.4,6,8,1,1,20,"College",4,0,50,0,"Yes",0,3,3,5,9,10,0
"Female","No","Medium_City","White","Christian",9,27,3.8,15,12,0,1,14,"College",5,10,6,4,"No",9,10,4,5,10,0,100
"Female","No","big_city","Hispanic","Christian",3,26,2.1,6,6,2,0,11,"High_School",7,1,50,5,"No",0,5,4,10,7,10,0
"Female","Yes","suburbs","White","Christian",7,31,3.1,10,8,6,3,16,"1st_5th_grade",2,3,30,0,"No",1,8,3,3,10,15,80
"Female","No","suburbs","White","Christian",4,30,2.8,2,10,0,1,12,"College",2,7,20,0,"Yes",1,1,5,4,9,10,50
"Male","Yes","Small_Town","White","Agnostic",1,32,3.1,10,20,1,0,15,"College",3,3,2,0,"No",5,5,6,6,9,20,40
"Female","No","Medium_City","Asian","Christian",7,29,2.5,1,0,0,1,17,"High_School",3,0,1,7,"No",9,5,6,5,9,0,100
"Male","No","suburbs","White","Atheist",0,31,4,0,0,0,0,0,"High_School",7,0,11,2,"No",0,7,10,8,8,0,100
"Female","No","Small_Town","White","Christian",5,31,3.8,5,8,1,1,18,"High_School",1,1,50,8,"No",4,9,9,2,7,0,80
"Male","Yes","suburbs","White","Other",1,26,2.9,8,15,12,4,12,"College",1,0,50,8,"No",5,2,6,10,7,0,70
"Female","No","Small_Town","Other","Christian",3,21,3.1,4,10,0,0,17,"High_School",7,10,40,5,"No",5,5,7,6,10,0,90
"Male","No","suburbs","Asian","Christian",9,31,2.7,8,3,1,4,16,"College",0,1,40,0,"No",7,5,6,0,8,0,100
"Female","No","Small_Town","Asian","Atheist",0,29,4,0,2,2,3,13,"College",0,1,50,0,"Yes",0,2,3,0,0,0,100
"Female","No","suburbs","Asian","Christian",2,31,3.9,6,0,0,0,24,"College",5,3,3,5,"No",7,3,5,8,7,0,100
"Female","No","Medium_City","White","Jewish",5,28,4,5,2,0,0,0,"College",6,0,30,5,"No",3,5,5,5,5,0,60
"Female","No","Small_Town","White","Christian",10,23,3.8,0,0,1,1,14,"High_School",2,2,50,10,"No",9,5,7,7,5,15,20
"Male","No","suburbs","White","Christian",7,27,3.7,10,20,1,2,14,"High_School",4,0,48,0,"No",7,3,6,7,10,15,50
"Male","No","suburbs","Black","Christian",5,31,3.9,10,6,1,0,18,"College",2,0,30,0,"Yes",0,2,3,3,7,0,0
"Female","No","suburbs","Asian","Christian",7,27,3.8,0,6,0,0,0,"High_School",2,0,30,7,"No",6,4,3,4,8,15,80
"Male","No","suburbs","White","Christian",10,28,3.5,5,0,0,0,0,"College",3,0,25,10,"No",9,7,5,3,8,0,100
"Male","No","Small_Town","White","Christian",7,33,3.6,6,15,0,2,15,"College",1,0,50,10,"No",8,7,5,2,7,15,0
"Female","No","big_city","Hispanic","Other",6,20,3,3,3,1,2,14,"1st_5th_grade",10,0,15,0,"No",5,5,0,5,9,0,10
"Male","No","suburbs","Asian","Atheist",0,35,4,10,20,0,0,0,"High_School",1,0,50,2,"No",2,7,8,7,8,0,100
"Male","Yes","suburbs","White","Jewish",1,26,3,28,50,12,1,14,"College",2,2,50,4,"No",0,4,7,10,3,10,30
"Female","No","suburbs","White","Christian",1,34,3.9,0,0,1,1,16,"High_School",3,0,50,0,"No",2,5,4,5,8,15,90
"Female","No","Medium_City","Asian","Christian",9,24,4,1,0,0,0,0,"middle_school",7,0,50,10,"No",7,6,5,5,8,0,100
"Male","No","Small_Town","White","Agnostic",0,31,4,4,0,3,2,13,"College",1,3,30,2,"No",3,4,4,5,9,0,100
"Male","No","suburbs","Asian","Atheist",0,34,3.4,0,0,0,0,0,"College",1,0,5,5,"No",6,5,8,7,7,0,100
"Female","Yes","suburbs","White","Jewish",3,28,3.9,5,2,1,1,17,"College",4,0,20,0,"No",1,5,6,8,8,25,100
"Female","No","suburbs","Black","Agnostic",1,31,4,12,10,2,0,10,"College",6,4,8,0,"Yes",0,2,0,4,7,0,40
"Female","Yes","Small_Town","White","Christian",8,29,3.2,5,6,1,1,13,"High_School",1,5,30,1,"No",9,5,3,1,8,20,50
"Female","No","suburbs","White","Christian",7,27,3,4,4,3,2,14,"College",5,1,50,3,"No",7,8,6,5,10,0,100
"Female","No","Small_Town","White","Christian",5,25,3.5,2,0,0,2,16,"College",5,20,40,3,"No",8,5,9,5,4,10,20
"Female","No","suburbs","White","Christian",6,28,3.3,5,1,0,0,17,"0_Kindergarten",40,0,50,0,"No",0,2,3,6,10,0,10
"Female","No","big_city","Hispanic","Christian",7,27,3.9,0,0,0,0,10,"High_School",20,0,24,0,"No",0,0,5,2,10,0,10
"Female","No","Small_Town","White","Other",2,30,4,8,7,2,2,14,"College",1,0,20,0,"No",1,3,3,2,9,0,70
"Male","No","suburbs","Black","Muslim",3,32,4,10,0,0,2,13,"College",14,4,20,8,"No",5,5,9,3,2,0,100
"Male","Yes","Small_Town","White","Christian",3,27,3.5,6,15,0,0,16,"College",3,2,50,4,"No",8,8,7,5,7,40,60
"Female","No","big_city","Asian","Other",6,30,3.8,7,0,0,2,15,"middle_school",4,0,6,5,"No",3,5,8,7,10,0,100
"Male","No","big_city","Hispanic","Christian",5,27,4,0,0,1,1,18,"High_School",2,0,33,0,"No",3,5,5,1,2,30,0
"Male","No","Medium_City","Asian","Christian",8,30,4,0,0,1,1,15,"middle_school",2,0,50,5,"No",5,5,5,7,7,0,100
"Male","No","suburbs","White","Christian",7,32,3.7,10,30,49,4,12,"College",5,0,37,10,"No",2,10,10,9,10,0,100
"Male","No","big_city","Asian","Agnostic",5,33,3,0,0,0,0,0,"1st_5th_grade",1,0,2,0,"No",2,5,5,7,9,0,100
"Female","No","suburbs","Black","Christian",8,24,3.6,8,3,1,1,14,"High_School",3,50,46,2,"No",8,10,10,0,9,20,100
"Male","No","Medium_City","Asian","Hindu",4,31,3.3,5,10,1,1,17,"College",7,0,50,5,"No",5,5,5,7,7,0,90
"Female","No","suburbs","White","Christian",3,27,3.9,1,0,0,0,0,"High_School",7,0,50,5,"No",10,5,2,3,7,0,100
"Female","No","suburbs","White","Christian",6,30,4,22,17,5,1,14,"High_School",15,7,50,2,"No",7,3,5,5,8,0,90
"Female","No","suburbs","Asian","Christian",8,26,3.8,0,0,0,0,0,"College",3,0,10,5,"No",5,3,3,6,6,0,10
"Female","No","suburbs","White","Christian",4,27,3.5,8,0,0,2,15,"College",2,0,50,1,"No",0,5,4,6,7,0,50
"Female","No","Small_Town","White","Christian",3,27,4,22,20,0,3,14,"High_School",4,0,50,0,"No",0,5,5,10,10,15,80
"Male","No","Small_Town","White","Christian",7,29,4,3,0,0,0,16,"High_School",8,20,30,10,"No",10,8,8,8,7,25,100
"Female","No","big_city","Asian","Other",3,26,4,6,0,1,2,15,"College",1,0,50,10,"Yes",5,5,7,5,6,0,100
"Male","No","suburbs","White","Agnostic",0,32,4,16,30,0,1,16,"College",2,0,20,0,"No",2,5,3,2,9,0,90
"Male","Yes","Small_Town","White","Agnostic",0,28,4,20,50,7,1,12,"College",1,0,50,0,"No",5,5,5,5,10,0,50
"Female","No","big_city","Black","Agnostic",0,19,2.4,12,30,9,2,15,"College",3,0,50,0,"Yes",0,5,4,1,6,10,100
"Female","No","big_city","White","Christian",2,27,4,6,10,10,1,15,"High_School",1,3,50,0,"No",2,2,3,1,8,0,100
"Female","No","Medium_City","White","Christian",6,29,2.5,10,10,1,1,15,"College",9,1,50,0,"No",1,5,3,5,9,30,80
"Male","Yes","suburbs","Black","Christian",8,24,3.4,0,0,1,1,19,"High_School",3,0,50,5,"No",8,5,10,0,10,0,30
"Female","No","suburbs","Asian","Atheist",2,32,3.2,0,0,1,1,17,"College",1,1,5,0,"No",3,5,4,10,7,15,100
