"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Male","Male",72,166,11,"Freshman",1.5,3.9,26,3,3,105,20,8,10,48,47,4,"few",20
"Female","Female",60,107,4,"Freshman",3,3.3,26,3,3,0,0,8,5,36,36,3,"few",95
"Female","Female",63,108,6,"Freshman",2,3.9,29,0,1,0,0,9,20,55,55,2,"few",30
"Female","Female",66,105,8,"Freshman",1.5,3.3,26,1,0,70,15,8,23,48,57,6,"one",15
"Female","Female",65,140,8,"Sophomore",1.5,3.3,27,2,1,115,15,7.5,40,56,62,5,"few",10
"Male","Male",67,125,9.5,"Sophomore",4,2.8,31,0,2,90,300,7,5,57,57,7,"hundreds",30
"Female","Female",66,165,9,"Junior",2,2.9,25,0,3,50,55,6,13,56,58,4,"one",50
"Female","Female",62,101,5.5,"Sophomore",2.5,3.3,29,10,2,60,140,9,15,43,54,8,"few",90
"Female","Female",65,145,7.5,"Sophomore",3,3,22,4,3,98,200,8.5,8,47,53,10,"one",80
"Male","Male",75,215,12,"Junior",4,2.8,23,0,2,120,15,6.5,20,57,48,1,"few",25
"Female","Female",66,120,8.5,"Freshman",3,3.8,27,2,2,80,120,7,8,50,49,7,"dozens",100
"Female","Female",62,138,7.5,"Freshman",2,4,20,0,2,0,300,8,12,44,43,6,"few",10
"Female","Female",65,155,9,"Freshman",2,3.8,30,2,1,105,45,9,25,51,57,5,"few",75
"Female","Female",68,117,9.5,"Freshman",2.5,4,25,2,2,100,45,5,12,44,58,6,"one",70
"Female","Female",65,121,5,"Sophomore",5,3.5,30,0,2,0,100,10,10,40,45,7,"one",90
"Female","Female",64,148,8.5,"Freshman",2.5,4,21,0,3,40,11,7,4,49,40,7,"one",90
"Female","Female",67,145,8.5,"Junior",1,3.5,33,4,1,94,12,7.5,15,44,45,7,"thousands",80
"Male","Male",70,155,9.5,"Sophomore",1.5,3.2,31,0,1,103,26,7.5,10,51,52,7,"few",80
"Female","Female",62,110,7,"Freshman",1.5,4,25,10,3,98,102,6,7,36,44,9,"dozens",60
"Male","Male",72,200,12,"Freshman",2,3.7,27,1,0,80,10,7.5,5,48,48,4,"one",75
"Female","Female",66,148,9,"Sophomore",2.5,3.8,24,3,3,80,3,7.5,12,51,52,3,"few",75
"Female","Female",63,150,8.5,"Sophomore",4.5,3.2,23,0,0,80,40,6,20,57,57,7,"dozens",60
"Male","Male",71,165,11,"Freshman",6,4,34,0,1,80,60,6,2,39,41,2,"none",80
"Female","Female",66,118,7.5,"Freshman",1.5,4,30,7,2,100,20,7,16,45,45,2,"few",90
"Male","Male",72,170,11,"Freshman",2.5,3.5,28,3,6,105,30,7,9,47,61,7,"one",0
"Female","Female",63,145,7,"Freshman",4.5,2.7,22,2,2,95,45,5.5,9,54,53,6,"few",35
"Male","Male",73,139,9,"Freshman",9.5,3.5,30,0,1,0,20,8,13,43,44,7,"few",20
"Male","Male",69,163,10.5,"Freshman",3,4,29,4,2,100,15,7,9,49,52,10,"few",5
"Female","Female",69,160,8.5,"Sophomore",3,3.7,25,4,2,100,85,8,12,48,51,6,"few",50
"Female","Female",69,133,9,"Freshman",5,3,33,2,2,90,0,8.5,20,52,53,6,"one",100
"Male","Male",82,185,10,"Junior",2.5,3.2,27,8,2,135,0,6.5,10,49,49,2,"millions",18
"Male","Male",73,135,10.5,"Junior",1.5,3.8,28,2,1,105,83,8.5,14,48,59,7,"hundreds",10
"Female","Female",61,130,6,"Freshman",2,4,25,0,2,80,0,8.5,25,43,43,1,"dozens",100
"Female","Female",65,132,7.5,"Freshman",1,3.9,27,2,1,90,120,8,15,48,45,1,"few",50
"Male","Male",72,135,11,"Freshman",4,3.7,35,0,1,80,50,7,6,49,49,7,"dozens",100
"Female","Female",66,222,7,"Freshman",6.5,3.8,30,1,1,0,50,7.5,7,43,44,3,"few",10
"Female","Female",65,137,9,"Freshman",3.5,4,27,2,2,94,0,7,22,45,45,8,"few",20
"Female","Female",62,125,8,"Senior",8,3.4,22,3,4,100,6,6.5,10,48,54,1,"few",100
"Male","Male",68,160,9,"Freshman",4,4,27,2,3,100,55,6,3,44,45,4,"one",100
"Female","Female",64,114,8.5,"Sophomore",3,3.4,21,0,2,110,400,6.5,10,57,65,5,"few",50
"Male","Male",68,160,11.5,"Sophomore",3,3.9,35,3,0,105,35,7,7,58,58,5,"few",100
"Male","Male",69,187,10,"Freshman",6,3.7,31,3,1,50,108,8,3,48,50,3,"few",50
"Female","Female",62,97,6,"Freshman",5,3.7,30,0,0,0,20,7.5,6,49,51,2,"few",40
"Female","Female",66,115,6.5,"Sophomore",4.5,2.1,18,2,3,40,20,6.5,22,36,39,7,"one",80
"Female","Female",59,115,5,"Sophomore",2.5,2,23,4,2,115,15,7,10,51,49,6,"few",60
"Female","Female",64,112,8,"Freshman",4,3.6,26,5,4,70,30,6,10,35,35,2,"few",75
"Female","Female",62,180,6,"Freshman",4,3.7,22,4,4,80,200,7,50,47,50,9,"one",50
"Female","Female",62,111,6.5,"Freshman",3,4,29,4,3,101,200,8.5,40,53,53,4,"one",100
"Female","Female",67,120,10,"Sophomore",6,2.9,26,1,0,0,12,5.5,10,52,50,2,"dozens",60
"Male","Male",74,152,9.5,"Freshman",2,3.8,33,0,0,0,1000,8,6,57,65,6,"thousands",0
"Male","Male",68,169,9.5,"Senior",0.5,2.8,26,4,2,95,0,6.5,6,52,56,8,"millions",10
"Female","Female",65,145,8,"Freshman",3,3.5,29,8,3,105,200,5,10,47,50,7,"few",70
"Female","Female",65,145,9,"Sophomore",5,2.8,22,1,2,90,5,7,20,39,50,8,"few",10
"Male","Male",70,157,13.5,"Sophomore",3,3.7,22,0,3,106,7,6.5,3,46,44,3,"thousands",25
"Female","Female",62,107,6,"Freshman",3.5,3.6,24,7,5,120,10,8.5,12,35,37,7,"few",50
"Female","Female",61,107,6.5,"Sophomore",2.5,3.8,28,5,2,70,0,7,25,45,48,5,"one",100
"Female","Female",67,150,8,"Freshman",2,4,28,3,2,110,21,9,7,41,44,7,"few",95
"Female","Female",69,108,10,"Sophomore",3.5,3.9,25,0,2,92,56,8.5,10,55,58,3,"dozens",100
"Female","Female",61,104,7,"Freshman",0,3,26,2,9,96,200,8.5,17,35,38,9,"one",100
"Female","Female",68,123,7.5,"Freshman",2,4,24,3,2,90,1,7,15,56,65,5,"few",40
"Male","Male",67,141,9,"Freshman",3,3,32,0,1,0,60,8,4,54,53,2,"few",90
"Female","Female",65,119,7.5,"Junior",4,2.7,21,0,1,85,54,7.5,16,56,52,6,"one",25
"Female","Female",60,107,6.5,"Freshman",6,4,24,5,1,80,12,6,15,44,49,7,"thousands",100
"Female","Female",65,125,6,"Freshman",5,3.6,31,1,1,60,20,7.5,6,49,50,2,"few",51
"Male","Male",72,179,12,"Sophomore",2,3.5,21,5,4,60,6,7,10,39,42,7,"few",100
"Female","Female",66,220,9,"Junior",2.5,3.1,20,6,1,65,20,6,20,44,45,3,"hundreds",50
"Female","Female",67,225,9,"Junior",0.5,3.1,21,1,2,100,50,8,10,55,56,4,"one",60
"Male","Male",69,180,11,"Freshman",2,1,22,4,3,90,0,7.5,5,49,51,4,"one",25
"Female","Female",61,122,7.5,"Freshman",5,4,25,0,1,0,27,4.5,5,50,53,4,"few",65
"Female","Female",63,106,7,"Freshman",1.5,3.5,30,1,0,0,300,8.5,12,42,49,6,"one",40
"Female","Female",62,110,6,"Freshman",4,3.8,25,0,3,0,0,6,8,54,52,7,"few",70
"Female","Female",63,135,7.5,"Sophomore",3,3.4,25,4,3,100,40,8.5,13,55,59,7,"few",20
"Male","Male",73,154,10,"Sophomore",6,4,33,0,0,0,66,6.5,10,45,44,1,"hundreds",100
"Male","Male",72,187,11,"Freshman",5,3.8,32,0,0,140,500,7,9,43,44,7,"few",20
"Female","Female",64,195,8.5,"Junior",2.5,2.7,22,0,2,0,15,7,9,47,45,5,"few",50
"Female","Female",64,160,8,"Freshman",4,3.5,30,0,1,70,100,8,9,54,60,5,"few",80
"Female","Female",63,110,7,"Freshman",2.5,4,28,3,2,100,100,8,8,46,49,9,"few",95
"Male","Male",68,235,10.5,"Freshman",3,3.7,25,2,1,80,50,6,5,37,38,3,"dozens",40
"Female","Female",66,150,8.5,"Freshman",3.5,4,24,2,1,85,30,7,10,48,45,3,"one",10
"Male","Male",69,200,10.5,"Sophomore",1.5,3.4,26,1,3,100,2,7,4,62,64,4,"few",50
"Female","Female",62,181,8.5,"Freshman",3,3.5,26,0,3,80,20,8,10,43,40,3,"one",100
"Female","Female",62,110,6.5,"Freshman",1.5,4,26,1,2,100,40,8.5,15,50,52,4,"hundreds",90
"Female","Female",63,115,6.5,"Freshman",2,3.7,31,1,3,70,25,8,20,54,56,4,"few",50
"Male","Male",75,194,11.5,"Freshman",1,3.8,28,3,1,105,110,7,6,51,54,9,"thousands",60
"Male","Male",71,170,11,"Sophomore",4,3.8,32,3,0,75,0,10,4,63,63,8,"millions",100
"Male","Male",71,180,11.5,"Sophomore",2,3.6,24,2,2,120,11,8,6,49,50,3,"one",1
"Male","Male",66,130,8,"Sophomore",4,3.4,23,1,6,120,80,7,9,47,49,9,"one",75
"Female","Female",61,100,6.5,"Freshman",6,4,30,1,1,30,75,8,8,45,50,4,"few",65
"Female","Female",65,135,7.5,"Sophomore",4,3.6,25,4,1,100,4,8,25,45,49,5,"one",50
"Female","Female",70,180,12,"Freshman",3,4,25,3,5,120,35,8,25,47,49,10,"few",80
"Female","Female",65,140,8,"Freshman",4,4,28,3,5,80,10,8,20,53,61,7,"few",20
"Female","Female",67,114,6.5,"Freshman",2,4,30,3,1,80,16,8,12,50,51,8,"few",10
"Male","Male",76,195,11,"Freshman",1,4,30,2,2,105,101,8.5,25,46,46,3,"hundreds",25
"Female","Female",66,115,8.5,"Freshman",2.5,4,30,1,1,101,0,6.5,12,47,51,9,"thousands",90
"Female","Female",63,115,8,"Freshman",2,3.4,21,3,1,0,30,6,13,43,51,8,"few",50
"Female","Female",63,140,9,"Freshman",3.5,3.8,30,0,1,100,20,9,24,48,49,3,"one",90
"Male","Male",67,156,9.5,"Sophomore",6,4,27,1,1,160,80,6,2,50,56,4,"one",20
"Female","Female",64,192,9.5,"Freshman",2,4,24,4,2,110,0,8,11,37,37,3,"one",20
"Male","Male",66,160,8.5,"Sophomore",7,3,22,4,3,95,1,5.5,7,45,45,2,"few",40
"Male","Male",72,198,11.5,"Freshman",4.5,3.5,31,0,0,0,150,7,3,45,49,8,"few",15
"Female","Female",62,120,7.5,"Freshman",2,3.6,32,0,2,107,3,7.5,10,44,50,5,"few",100
"Male","Male",72,140,11,"Sophomore",3.5,3.7,27,0,1,90,0,7.5,14,48,50,7,"one",100
"Male","Male",72,185,11,"Junior",2.5,2.5,20,5,0,100,5,6,7,40,43,9,"one",25
"Female","Female",66,170,9,"Sophomore",6,2.6,18,0,3,20,1000,6,30,42,44,5,"one",100
"Female","Female",62,230,6.5,"Sophomore",2.5,2,24,4,3,60,42,5.5,5,35,37,7,"one",90
"Male","Male",71,185,11,"Sophomore",3.5,3,22,10,2,120,0,7.5,8,43,43,9,"thousands",0
"Female","Female",65,112,6,"Freshman",2.5,3.7,25,0,1,0,37,6,13,53,60,7,"few",10
"Female","Female",67,145,10,"Freshman",3,4,22,5,2,75,20,6,20,43,45,4,"dozens",90
"Female","Female",64,150,7.5,"Sophomore",4,3.2,30,0,1,110,0,8,5,35,35,8,"hundreds",50
"Male","Male",72,161,8.5,"Freshman",7,3.8,30,2,0,0,1000,6.5,8,45,48,4,"thousands",50
"Female","Female",68,140,11,"Freshman",3,4,30,1,1,100,30,7,25,54,56,4,"few",50
"Male","Male",72,249,11.5,"Freshman",3,3.7,23,4,2,80,27,7,8,40,39,5,"few",25
"Female","Female",63,160,8.5,"Freshman",3.5,3.8,27,6,0,80,50,7,25,53,56,7,"few",40
"Female","Female",77,121,7,"Freshman",4.5,3.7,31,0,1,0,15,6.5,10,42,50,6,"few",95
"Female","Female",66,115,8,"Junior",3.5,3.7,20,11,2,90,24,7,8,59,60,9,"few",90
"Female","Female",64,120,7.5,"Freshman",5,4,20,3,3,60,40,7,10,43,46,7,"few",20
"Female","Female",64,187,8.5,"Junior",6,2.5,19,3,1,0,7,5,7,60,65,2,"none",90
"Male","Male",66,130,10.5,"Freshman",3,3.5,32,5,1,70,200,8.5,5,56,58,8,"one",40
"Male","Male",69,170,11.5,"Freshman",2.5,4,31,1,7,90,30,7.5,12,48,50,6,"few",85
"Male","Male",72,150,11.5,"Junior",3,2.6,32,1,2,100,200,6,4,51,49,7,"dozens",50
"Female","Female",66,155,9.5,"Freshman",2.5,4,23,3,2,0,300,5,7,35,35,4,"few",50
"Female","Female",66,170,11,"Freshman",5.5,3.7,27,7,1,80,100,5,7,57,57,8,"one",100
"Female","Female",67,160,7.5,"Sophomore",4,3.1,26,2,3,65,120,6.5,12,39,41,2,"few",50
"Female","Female",63,125,7,"Sophomore",2,3.1,30,1,2,58,71,5,7,51,51,4,"few",62
"Male","Male",74,265,15,"Sophomore",1,3.3,35,2,1,140,130,7,2,50,50,7,"few",0
"Male","Male",74,170,12,"Freshman",3,3.8,33,0,1,85,100,6,5,41,43,8,"few",25
"Male","Male",72,210,11.5,"Freshman",2,4,32,7,1,100,80,7.5,12,48,48,8,"few",100
"Female","Female",64,115,7,"Sophomore",2,3.6,27,0,0,0,1000,9,6,46,45,3,"few",5
"Male","Male",75,175,13,"Freshman",2,2.9,27,3,3,100,25,8,5,54,56,7,"hundreds",50
"Female","Female",62,100,6,"Freshman",3,3,30,5,1,80,10,8,8,53,54,6,"few",50
"Female","Female",63,135,8.5,"Freshman",3,3.5,27,2,1,85,20,8,20,50,52,6,"one",40
"Female","Female",61,125,8,"Freshman",2,3.8,25,0,1,85,500,6,20,47,47,4,"few",98
"Female","Female",67,137,9,"Freshman",2.5,4,24,0,1,80,80,8,25,45,50,6,"millions",100
"Female","Female",60,115,5,"Freshman",1,3.9,26,10,2,70,6,6,4,39,39,2,"few",100
"Male","Male",72,185,12.5,"Freshman",1,3.5,23,3,1,145,5,6.5,6,55,55,5,"few",50
"Female","Female",70,140,8.5,"Freshman",5,3.7,32,0,2,110,1,7,20,47,48,7,"hundreds",50
"Female","Female",68,200,10,"Sophomore",2,3.4,24,2,1,130,300,7,30,48,58,7,"few",70
"Male","Male",70,200,10.5,"Sophomore",1,1.3,30,3,2,101,1000,5,9,52,60,10,"thousands",45
"Female","Female",67,114,6,"Freshman",3.5,3.8,32,1,1,0,57,7,6,44,45,6,"few",30
"Female","Female",67,150,8,"Freshman",4,4,28,0,1,60,80,8.5,8,49,50,4,"one",90
"Female","Female",63,109,6.5,"Freshman",4,4,32,0,0,0,1000,7.5,12,47,46,10,"millions",10
"Male","Male",68,165,8.5,"Freshman",2,4,33,0,1,90,35,8,4,48,48,7,"few",90
"Female","Female",67,125,9.5,"Junior",4,3.4,30,0,2,95,3,7,26,53,59,4,"few",100
"Female","Female",69,150,9,"Sophomore",2,3.3,21,1,2,90,30,9,15,51,52,2,"few",50
"Female","Female",66,180,8.5,"Freshman",2.5,3.8,29,2,2,100,10,8,25,51,54,2,"dozens",50
"Female","Female",69,170,9,"Freshman",4,4,29,0,3,75,18,7,8,47,51,9,"millions",100
"Male","Male",70,140,11.5,"Sophomore",1,2.7,30,1,1,98,11,8.5,11,58,60,7,"few",5
"Male","Male",69,143,9,"Freshman",4.5,3.6,33,1,0,0,100,7.5,4,43,47,9,"one",100
"Female","Female",67,220,9,"Freshman",3.5,4,29,5,0,0,30,8.5,11,43,48,6,"few",10
"Male","Male",74,175,11.5,"Junior",3,3.5,30,4,2,115,0,7.5,10,55,52,7,"dozens",50
"Male","Male",65,180,9.5,"Freshman",2.5,4,29,0,2,95,100,7.5,1,45,50,7,"few",30
"Female","Female",64,127,6,"Sophomore",3,3.9,27,8,0,80,200,8,12,46,48,5,"few",20
"Male","Male",72,180,10,"Sophomore",1,2.9,24,2,2,120,0,6.5,7,55,63,2,"hundreds",30
"Female","Female",63,112,6.5,"Freshman",4,4,31,2,2,100,120,6,15,54,53,9,"few",90
"Male","Male",72,150,10.5,"Sophomore",2,2,27,1,1,120,40,8,8,50,48,9,"few",80
"Male","Male",65,143,8.5,"Freshman",4,3,28,1,1,80,500,8,10,52,54,7,"dozens",50
"Female","Female",61,150,7,"Freshman",5,4,32,1,4,0,0,6,10,35,38,7,"one",100
"Female","Female",66,135,8.5,"Senior",7,3.9,27,1,0,75,1000,6,5,50,56,3,"few",100
"Male","Male",75,212,12,"Senior",4,3.6,34,3,1,80,40,8,5,47,47,10,"few",67
"Female","Female",67,195,7,"Sophomore",3,3.1,31,3,3,121,120,7,15,55,55,8,"few",75
"Male","Male",69,154,9,"Freshman",2,3.5,34,1,0,100,100,8,15,45,47,8,"few",1
"Female","Female",67,120,8,"Sophomore",5,3.6,30,3,0,40,15,8,14,48,48,7,"one",50
"Female","Female",66,140,8,"Sophomore",4,3.1,23,5,2,82,0,7,15,52,53,3,"few",9
"Female","Female",75,100,6.5,"Freshman",2.5,4,26,2,1,85,15,6.5,6,48,51,2,"one",42
"Male","Male",68,160,10.5,"Freshman",1.5,3,33,0,2,90,80,7.5,5,50,50,9,"none",99
"Female","Female",63,140,7.5,"Sophomore",3,3.3,26,0,3,100,20,7,12,47,49,8,"few",30
"Male","Male",69,165,10,"Senior",1.5,3,23,1,1,95,5,7,23,52,52,2,"few",50
"Female","Female",62,100,6,"Sophomore",2,3.5,28,0,1,45,15,8,15,50,50,6,"one",100
"Male","Male",73,160,10.5,"Senior",4,3.5,33,0,2,130,100,7,3,51,53,7,"dozens",90
"Female","Female",62,130,7.5,"Freshman",4,3.8,33,0,1,0,100,8,6,46,45,8,"few",10
"Female","Female",66,188,8.5,"Freshman",6,3.9,26,1,2,92,50,6,40,51,60,8,"one",30
"Male","Male",73,170,11.5,"Junior",3.5,3.8,24,10,4,140,8,6,8,64,64,7,"thousands",100
"Female","Female",64,114,7.5,"Freshman",5,3.7,30,1,1,87,40,6,13,50,51,3,"few",50
"Female","Other",62,165,8,"Junior",10,3.4,26,1,1,100,200,6,8,52,60,6,"few",90
"Male","Male",67,217,12,"Junior",7.5,4,33,0,1,95,15,6,7,58,56,1,"dozens",95
"Male","Male",72,186,11,"Junior",1,3.7,30,0,2,120,200,7.5,5,51,52,1,"dozens",50
"Male","Male",68,145,8.5,"Junior",5,4,24,0,1,80,25,7,10,48,53,3,"few",10
"Male","Male",74,220,12,"Sophomore",4,3.5,29,0,0,155,50,6.5,14,43,48,6,"none",50
"Female","Female",82,109,7,"Senior",4,3.6,32,7,1,0,53,9,14,51,51,7,"none",13
"Female","Female",63,92,6.5,"Junior",6,3.9,33,2,0,0,0,6,9,43,43,6,"one",5
"Female","Female",65,112,6.5,"Freshman",4,3.8,26,1,2,0,700,5.5,9,47,50,5,"few",90
"Female","Female",69,150,9,"Senior",4,3.3,24,0,9,97,69,7,10,59,60,6,"dozens",60
"Female","Female",68,135,10,"Junior",3,3.3,28,10,3,90,100,8,20,49,58,8,"few",50
"Female","Female",68,113,8,"Freshman",7,3.9,32,0,0,0,400,7,10,46,50,3,"few",0
"Female","Female",66,116,8,"Freshman",2,4,32,0,0,0,200,7,8,49,50,6,"one",2
"Female","Female",64,169,8,"Sophomore",2,2.1,23,11,0,75,0,8.5,25,35,37,1,"few",55
"Female","Female",73,165,10,"Freshman",1,3.8,31,9,2,0,50,8.5,3,41,41,9,"few",100
"Female","Female",65,143,7.5,"Senior",4,3.4,31,0,1,100,10,7,10,55,59,10,"thousands",5
"Female","Female",61,112,7,"Junior",2.5,3.5,31,8,2,115,3,7.5,15,56,55,8,"dozens",80
"Female","Female",65,100,7,"Senior",7,3.4,28,1,0,82,20,7,20,47,49,7,"hundreds",20
"Male","Male",69,167,12.5,"Sophomore",1,3.8,22,2,6,100,5,8,6,57,64,10,"dozens",100
"Male","Male",68,140,9,"Sophomore",2,3.2,29,1,2,88,40,8,3,52,53,8,"few",20
"Female","Female",60,95,4,"Junior",3.5,3.4,22,3,3,77,0,7,3,45,54,3,"one",50
"Female","Female",65,135,8.5,"Sophomore",1.5,3.3,28,5,5,85,15,8,40,51,65,4,"few",75
"Male","Male",73,134,12,"Sophomore",1.5,3.9,33,0,1,110,8,7,2,44,48,5,"few",15
"Male","Male",71,175,10.5,"Sophomore",1,3,25,6,2,140,5,7,8,52,55,5,"few",0
"Male","Male",69,145,9.5,"Sophomore",2,3.5,30,0,1,85,11,7.5,5,60,60,4,"few",65
"Female","Female",67,170,9,"Junior",4,3.1,28,7,4,100,40,6.5,10,49,49,7,"few",75
"Female","Female",66,240,10,"Junior",2,2,31,14,2,116,0,8,10,59,63,6,"hundreds",75
"Male","Male",68,160,10,"Sophomore",5,3.7,28,9,4,120,7,6,10,41,42,3,"few",90
"Female","Female",68,125,7,"Senior",3,3.5,22,3,3,100,5,8,20,49,51,9,"few",30
"Female","Female",61,85,6,"Sophomore",2,3.7,21,0,1,90,300,6,10,60,57,1,"few",98
"Male","Male",71,182,12,"Sophomore",3,3.3,33,0,1,105,0,7,8,55,55,7,"millions",0
"Male","Male",74,300,13,"Sophomore",2,2.9,27,3,1,100,80,8,10,52,56,3,"millions",50
"Female","Female",68,145,9,"Junior",4,3.6,26,1,2,83,5,4.5,16,48,53,3,"few",100
"Male","Male",67,135,6.5,"Junior",2,3.2,29,1,1,0,0,8.5,4,54,57,3,"few",30
"Female","Female",62,103,4,"Sophomore",4,2.3,20,2,11,50,150,6,30,49,65,7,"one",0
"Female","Female",60,98,6,"Junior",3.5,3.2,30,0,2,71,38,6,10,61,64,2,"one",75
"Female","Female",62,110,7,"Sophomore",3,3.8,28,0,1,93,20,8,15,50,52,7,"one",90
"Female","Female",67,215,9.5,"Sophomore",2,3,24,2,2,90,15,7.5,10,54,56,3,"few",100
"Female","Female",61,110,6,"Sophomore",3,2.6,31,1,1,0,20,6.5,15,57,58,4,"hundreds",70
"Male","Male",69,154,11,"Freshman",6,3.7,29,0,0,0,1000,7,10,42,45,3,"few",30
"Female","Female",69,158,8.5,"Sophomore",2,3.7,31,5,1,92,100,8,20,50,50,8,"one",100
"Female","Female",62,100,7,"Sophomore",3,2.8,30,2,2,70,25,8,9,57,65,5,"one",50
"Female","Female",66,129,9.5,"Sophomore",4,3.5,26,4,4,80,150,7.5,10,47,48,7,"few",20
"Female","Female",62,130,8.5,"Sophomore",3.5,2.1,26,0,1,85,45,6.5,7,53,60,3,"one",55
"Male","Male",74,190,12.5,"Sophomore",3,3.3,27,2,1,103,200,8,5,53,48,8,"few",0
"Male","Male",72,190,10.5,"Sophomore",1.5,3,26,1,1,130,30,7,18,53,55,4,"few",10
"Male","Male",78,181,11,"Junior",2.5,4,34,4,4,27,5,6.5,6,40,38,6,"dozens",8
"Female","Female",63,120,7.5,"Freshman",4,3.5,26,2,2,100,50,8,15,56,54,4,"few",50
"Male","Male",67,160,10.5,"Sophomore",3,3.3,30,2,1,90,30,7.5,10,52,55,7,"few",30
"Male","Male",73,195,10.5,"Sophomore",2,3.2,25,20,1,120,2,8,10,50,46,7,"one",25
"Male","Male",74,195,10.5,"Junior",1,2.9,24,3,2,106,5,7.5,5,64,63,7,"one",50
"Male","Male",66,195,10,"Senior",3,3.1,24,2,0,100,60,6,15,54,55,8,"few",50
"Female","Female",63,117,7.5,"Sophomore",5,3.2,24,5,1,90,200,7,7,49,49,4,"few",99
"Female","Female",66,133,8,"Sophomore",3.5,4,28,2,3,90,7,6.5,20,56,56,7,"few",55
"Male","Male",71,294,13,"Senior",5,3.1,30,0,2,79,200,6,11,65,65,8,"few",100
"Female","Female",63,140,8,"Sophomore",3,3.6,32,0,2,90,0,7.5,6,55,57,7,"few",70
"Male","Male",68,150,9,"Sophomore",3,3.9,29,0,2,70,0,7.5,5,47,47,2,"one",50
"Female","Female",62,112,6.5,"Sophomore",1.5,3.5,27,14,2,80,0,7,3,46,65,2,"few",55
"Male","Male",70,170,9,"Senior",4,3.1,32,0,1,140,1000,5,20,56,56,4,"dozens",30
"Male","Male",76,175,13,"Sophomore",5,3.9,28,0,2,95,90,7.5,10,48,50,3,"dozens",60
"Female","Female",63,135,6.5,"Junior",5,3.4,29,0,2,108,105,6,25,55,60,5,"few",100
"Male","Male",72,185,11.5,"Junior",0.5,2.6,25,5,2,110,20,8,6,46,45,6,"one",20
"Male","Male",66,137,8.5,"Freshman",3,3.5,24,0,1,83,1000,7,6,51,53,3,"hundreds",75
"Male","Male",71,169,11,"Sophomore",1.5,3.5,28,4,4,80,90,6,5,54,54,7,"hundreds",65
"Male","Male",69,115,10,"Sophomore",5,3.5,27,4,1,90,28,7,5,50,50,8,"one",50
"Male","Male",70,180,10,"Sophomore",2.5,3.5,31,1,1,125,40,6,6,54,64,1,"millions",30
"Male","Male",66,90,9,"Sophomore",1.5,3.2,30,6,2,25,8,9,10,48,45,8,"dozens",10
"Female","Female",69,153,9,"Freshman",4,4,30,1,1,0,0,6,6,61,61,8,"hundreds",60
"Male","Male",72,207,9,"Sophomore",4,3.5,30,3,3,170,45,8,3,52,52,6,"few",100
"Female","Female",60,110,6,"Freshman",4,4,30,1,1,80,100,8,4,50,59,7,"few",60
"Female","Female",68,136,8,"Junior",3,3.9,29,2,2,103,5,7,15,58,58,6,"few",96
"Male","Male",75,160,11,"Sophomore",1.5,3,26,2,2,105,30,6.5,7,61,60,5,"one",60
"Male","Male",72,215,11,"Sophomore",4,2.7,28,1,1,103,20,8,7,46,54,7,"few",25
"Male","Male",67,150,9.5,"Sophomore",2,2.6,26,2,4,110,200,7,4,46,44,1,"dozens",40
"Male","Male",67,109,7,"Freshman",8,4,30,0,0,0,50,8.5,4,46,49,7,"one",6
"Female","Female",63,135,8,"Freshman",1.5,3.7,31,3,2,90,35,7.5,14,46,46,5,"dozens",90
"Female","Female",64,220,11,"Junior",3.5,2.9,23,0,2,80,0,7,7,46,51,10,"few",75
"Female","Female",66,150,9,"Sophomore",3,3,28,3,2,90,100,7,12,53,54,6,"few",50
"Female","Female",63,120,7,"Sophomore",5,3.4,24,0,0,0,50,8,10,46,47,6,"few",46
"Male","Male",76,170,12,"Junior",1,3.6,22,20,3,120,25,7,8,48,50,5,"one",40
"Female","Female",62,112,6.5,"Sophomore",6,3.5,27,0,1,65,20,7,7,44,49,5,"one",10
"Male","Male",72,190,10.5,"Junior",4,3.8,33,3,1,105,40,8.5,6,65,65,10,"thousands",95
"Male","Male",69,155,9,"Freshman",4.5,4,25,0,2,23,5,8,9,45,46,6,"few",4
"Female","Female",64,124,7.5,"Sophomore",3.5,3.2,23,3,1,50,20,6,9,41,51,5,"one",75
"Female","Female",63,105,7,"Senior",3,3.7,32,2,1,100,50,8,40,64,65,9,"few",50
"Male","Male",69,160,10.5,"Freshman",1.5,3.6,30,2,1,105,30,6,5,50,52,7,"few",99
"Female","Female",63,130,7.5,"Sophomore",3.5,3.7,29,6,2,95,5,8,20,49,49,2,"few",80
"Male","Male",70,150,11,"Sophomore",2,2.6,27,1,0,90,6,7,6,54,55,8,"few",100
"Male","Male",71,160,10,"Freshman",4,4,27,2,0,0,1000,6.5,6,45,49,6,"millions",50
"Female","Female",68,263,9,"Junior",1.5,3.6,32,5,1,95,0,7,13,50,51,6,"one",50
"Female","Female",63,124,6.5,"Junior",4,3.6,25,9,4,85,35,8,25,45,45,8,"one",35
"Female","Female",62,160,7,"Sophomore",5,3,16,3,2,108,0,8,8,50,48,8,"one",0
"Male","Male",74,179,11,"Sophomore",2.5,3.4,31,2,3,105,59,8,13,56,60,5,"thousands",10
"Male","Male",71,137,9.5,"Senior",4,3.5,26,0,2,90,60,8,5,41,50,6,"dozens",30
